setid,"Solvent: MolaLity of lithium bromide, mol/kg","MolaLity of 1-hexyl-3-methylimidazolium thiocyanate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FxOXe,0.298,0.0217,86,298.15,1012.8,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.0234,86,298.15,1012.8,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0,86,298.15,1018.8,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.0038,86,298.15,1018.8,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.0069,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.0099,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.0126,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.0151,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.018,86,298.15,1019,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.0198,86,298.15,1019,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.022,86,298.15,1019,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.392,0.0247,86,298.15,1019.1,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
