setid,"Solvent: MolaLity of lithium bromide, mol/kg","MolaLity of 1-butyl-3-methylimidazolium thiocyanate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KaSGN,0.0062,0.029,86,298.15,1198.7,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0062,0.0326,86,298.15,1198.6,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0062,0.0334,86,298.15,1198.6,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0062,0.0385,86,298.15,1198.4,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0,86,298.15,1199.7,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0131,86,298.15,1199.3,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0172,86,298.15,1199.2,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0189,86,298.15,1199.2,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0242,86,298.15,1199,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0282,86,298.15,1198.9,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0325,86,298.15,1198.8,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0358,86,298.15,1198.7,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
KaSGN,0.0097,0.0392,86,298.15,1198.6,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,AAQklV,[Br-].[Li+],lithium bromide
