setid,"Temperature, K",Mole fraction of butyltriethylphosphonium 2-cyanopyrrolide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LzNJV,298.15,0.003,100,1255,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,0.018,100,1244,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,0.039,100,1227,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,0.058,100,1213,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,0.08,100,1198,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,0.128,100,1166,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,0.259,100,1106,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,0.577,100,1031,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,298.15,1,100,988,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0,100,1253,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.003,100,1252,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.018,100,1241,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.039,100,1224,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.058,100,1210,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.08,100,1195,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.128,100,1163,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.259,100,1103,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,0.577,100,1028,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,303.15,1,100,985,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0,100,1245,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.003,100,1246,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.018,100,1234,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.039,100,1217,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.058,100,1203,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.08,100,1188,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.128,100,1156,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.259,100,1097,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,0.577,100,1022,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
LzNJV,313.15,1,100,980,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
