setid,"Temperature, K",Solvent: Mole fraction of propan-1-ol,"MolaLity of choline lactate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wQMeB,298.15,1,0.1185,101.3,803,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,298.15,1,0.1481,101.3,804,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,298.15,1,0.1793,101.3,805.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.0697,0,101.3,960.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.0697,0.0302,101.3,960.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.0697,0.0606,101.3,961,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.0697,0.09,101.3,962,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.0697,0.1214,101.3,962.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.0697,0.1526,101.3,963.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.0697,0.1786,101.3,964.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.1666,0,101.3,918.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.1666,0.0309,101.3,918.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.1666,0.0596,101.3,919.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.1666,0.0898,101.3,920.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.1666,0.1201,101.3,921,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.1666,0.1535,101.3,922,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.1666,0.1778,101.3,922.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.4233,0,101.3,852.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.4233,0.0284,101.3,852.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.4233,0.0602,101.3,853.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.4233,0.0899,101.3,855,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.4233,0.1183,101.3,856.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.4233,0.151,101.3,857.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,0.4233,0.1789,101.3,859,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,1,0,101.3,793,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,1,0.0282,101.3,793.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,1,0.0565,101.3,794.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,1,0.0852,101.3,795.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,1,0.1185,101.3,796.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,1,0.1481,101.3,797.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,308.15,1,0.1793,101.3,798.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.0697,0,101.3,952.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.0697,0.0302,101.3,952.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.0697,0.0606,101.3,953.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.0697,0.09,101.3,954,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.0697,0.1214,101.3,954.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.0697,0.1526,101.3,955.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.0697,0.1786,101.3,956.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.1666,0,101.3,911,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.1666,0.0309,101.3,911.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.1666,0.0596,101.3,912,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.1666,0.0898,101.3,912.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.1666,0.1201,101.3,913.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.1666,0.1535,101.3,914.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.1666,0.1778,101.3,915,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.4233,0,101.3,843.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.4233,0.0284,101.3,843.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.4233,0.0602,101.3,844.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.4233,0.0899,101.3,845.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.4233,0.1183,101.3,846.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.4233,0.151,101.3,847.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,0.4233,0.1789,101.3,849,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,1,0,101.3,784.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,1,0.0282,101.3,784.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,1,0.0565,101.3,785.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,1,0.0852,101.3,786.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,1,0.1185,101.3,787.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,1,0.1481,101.3,788.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
wQMeB,318.15,1,0.1793,101.3,789.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcLI,CCCO,propan-1-ol,AADYJk,O,water
