setid,"MolaLity of 1-methyl-3-propylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OKaDi,0.2021,308.15,101,1003.13,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.2569,288.15,101,1011.13,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.2569,293.15,101,1010.07,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.2569,298.15,101,1008.76,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.2569,303.15,101,1007.22,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.2569,308.15,101,1005.49,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.3161,288.15,101,1013.8,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.3161,293.15,101,1012.69,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.3161,298.15,101,1011.35,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.3161,303.15,101,1009.78,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
OKaDi,0.3161,308.15,101,1008.02,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
