setid,"Temperature, K",Mole fraction of acetone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UvuhM,278.15,0.2066,101,1218.26,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.2998,101,1200.04,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.3999,101,1176.43,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.5,101,1146.24,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.6,101,1109.44,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.7,101,1062.54,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.8,101,1001.65,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.9003,101,920.34,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,0.95,101,869.49,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,278.15,1,101,807.75,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0,101,1247.5,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.0048,101,1246.8,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.0098,101,1246.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.015,101,1245.4,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.0249,101,1244.4,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.0399,101,1241.9,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.06,101,1239,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.0799,101,1236.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.1002,101,1233,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.1501,101,1225.24,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.2066,101,1214.69,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.2998,101,1196.37,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.3999,101,1172.65,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.5,101,1142.32,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.6,101,1105.35,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.7,101,1058.23,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.8,101,997.03,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.9003,101,915.32,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,0.95,101,864.22,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,283.15,1,101,802.15,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0,101,1244,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.0048,101,1243.3,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.0098,101,1242.7,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.015,101,1242,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.0249,101,1241,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.0399,101,1238.5,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.06,101,1235.6,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.0799,101,1232.7,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.1002,101,1229.5,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.1501,101,1221.72,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.2066,101,1211.11,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.2998,101,1192.71,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.3999,101,1168.88,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.5,101,1138.42,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.6,101,1101.27,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.7,101,1053.92,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.8,101,992.4,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.9003,101,910.28,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,0.95,101,858.92,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,288.15,1,101,796.52,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0,101,1240.7,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.0048,101,1240,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.0098,101,1239.3,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.015,101,1238.6,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.0249,101,1237.5,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.0399,101,1235.1,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.06,101,1232.1,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.0799,101,1229.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.1002,101,1226.1,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.1501,101,1218.21,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.2066,101,1207.54,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.2998,101,1189.06,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.3999,101,1165.13,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.5,101,1134.53,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.6,101,1097.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.7,101,1049.61,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.8,101,987.78,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.9003,101,905.21,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,0.95,101,853.61,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,293.15,1,101,790.86,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0,101,1237.3,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.0048,101,1236.6,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.0098,101,1235.9,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.015,101,1235.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.0249,101,1234.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.0399,101,1231.7,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.06,101,1228.7,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.0799,101,1225.8,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.1002,101,1222.6,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.1501,101,1214.71,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.2066,101,1204,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.2998,101,1185.43,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.3999,101,1161.39,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.5,101,1130.65,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.6,101,1093.15,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.7,101,1045.32,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.8,101,983.15,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.9003,101,900.15,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,0.95,101,848.26,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,298.15,1,101,785.13,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0,101,1233.9,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.0048,101,1233.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.0098,101,1232.5,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.015,101,1231.8,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.0249,101,1230.8,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.0399,101,1228.3,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.06,101,1225.3,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.0799,101,1222.3,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.1002,101,1219.16,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
