setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of tetrapropylammonium nitrate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dJuQH,298.15,0.006,100,0.01,997.477,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.009,100,0.01,997.54,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.012,100,0.01,997.58,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.015,100,0.01,997.628,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.018,100,0.01,997.659,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.021,100,0.01,997.707,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.024,100,0.01,997.758,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.027,100,0.01,997.807,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,298.15,0.03,100,0.01,997.844,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0,100,0.01,995.934,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.003,100,0.01,996.081,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.006,100,0.01,996.153,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.009,100,0.01,996.199,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.012,100,0.01,996.238,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.015,100,0.01,996.274,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.018,100,0.01,996.312,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.021,100,0.01,996.345,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.024,100,0.01,996.403,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.027,100,0.01,996.442,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,303.15,0.03,100,0.01,996.502,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0,100,0.01,994.309,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.003,100,0.01,994.421,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.006,100,0.01,994.481,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.009,100,0.01,994.536,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.012,100,0.01,994.569,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.015,100,0.01,994.602,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.018,100,0.01,994.637,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.021,100,0.01,994.668,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.024,100,0.01,994.713,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.027,100,0.01,994.754,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,308.15,0.03,100,0.01,994.801,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0,100,0.01,992.485,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.003,100,0.01,992.571,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.006,100,0.01,992.632,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.009,100,0.01,992.681,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.012,100,0.01,992.718,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.015,100,0.01,992.737,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.018,100,0.01,992.787,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.021,100,0.01,992.803,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.024,100,0.01,992.848,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.027,100,0.01,992.902,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,313.15,0.03,100,0.01,992.942,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0,100,0.01,990.468,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.003,100,0.01,990.621,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.006,100,0.01,990.678,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.009,100,0.01,990.722,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.012,100,0.01,990.755,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.015,100,0.01,990.788,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.018,100,0.01,990.813,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.021,100,0.01,990.835,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.024,100,0.01,990.877,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.027,100,0.01,990.911,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
dJuQH,318.15,0.03,100,0.01,990.93,Kaur and Chauhan (2020),Density,Liquid,AAvnzR,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-],tetrapropylammonium nitrate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
