setid,Mole fraction of acetone,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Adpxw,0.415,313.15,101,1462.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.5195,298.15,101,1431.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.5195,303.15,101,1425.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.5195,313.15,101,1414.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.5676,298.15,101,1405.5,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.5676,303.15,101,1399.5,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.5676,313.15,101,1388.4,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.7092,298.15,101,1303.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.7092,303.15,101,1297.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.7092,313.15,101,1285.7,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.755,298.15,101,1258.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.755,303.15,101,1252.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.755,313.15,101,1240.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.8137,298.15,101,1188.4,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.8137,303.15,101,1182.5,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.8137,313.15,101,1170.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.8927,298.15,101,1062,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.8927,303.15,101,1055.9,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.8927,313.15,101,1044.3,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.9502,298.15,101,935,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.9502,303.15,101,929.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,0.9502,313.15,101,917.6,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,1,298.15,101,784.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,1,303.15,101,778.4,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
Adpxw,1,313.15,101,766.9,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,
