setid,"Temperature, K","MolaLity of trihexylammonium butanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PGrez,323.15,0,100,726.985,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.07062,100,728.729,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.1369,100,730.484,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.21439,100,732.483,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.27869,100,733.995,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.35043,100,735.775,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.42285,100,737.475,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.49628,100,739.561,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,323.15,0.56171,100,740.457,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0,100,723.317,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.07062,100,725.042,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.1369,100,726.786,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.21439,100,728.778,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.27869,100,730.288,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.35043,100,732.063,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.42285,100,733.758,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.49628,100,735.844,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PGrez,328.15,0.56171,100,736.739,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
