setid,"Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Solvent: MolaLity of 1-butyl-2,3-dimethylimidazolium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lioYw,293.15,0.0411,100,0.1,1004.46,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.0607,100,0.1,1005.09,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.0798,100,0.1,1005.71,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.099,100,0.1,1006.32,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.1289,100,0.1,1007.28,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.1475,100,0.1,1007.88,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.1787,100,0.1,1008.88,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.1979,100,0.1,1009.48,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0,100,0.1,1001.89,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.0209,100,0.1,1002.57,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.0411,100,0.1,1003.22,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.0607,100,0.1,1003.85,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.0798,100,0.1,1004.46,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.099,100,0.1,1005.06,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.1289,100,0.1,1006.01,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.1475,100,0.1,1006.61,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.1787,100,0.1,1007.59,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,298.15,0.1979,100,0.1,1008.19,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0,100,0.1,1000.44,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.0209,100,0.1,1001.11,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.0411,100,0.1,1001.75,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.0607,100,0.1,1002.38,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.0798,100,0.1,1002.98,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.099,100,0.1,1003.59,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.1289,100,0.1,1004.52,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.1475,100,0.1,1005.11,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.1787,100,0.1,1006.08,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,303.15,0.1979,100,0.1,1006.68,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
