setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LViNX,0.102,318.15,101.3,994.9,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1032,298.15,101.3,1002,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1032,308.15,101.3,999,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1032,310.15,101.3,998.3,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1032,318.15,101.3,995,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2005,298.15,101.3,1006.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2005,308.15,101.3,1003.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2005,310.15,101.3,1002.7,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2005,318.15,101.3,999.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2006,298.15,101.3,1006.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2006,308.15,101.3,1003.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2006,310.15,101.3,1002.7,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2006,318.15,101.3,999.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2008,298.15,101.3,1006.8,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2008,308.15,101.3,1003.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2008,310.15,101.3,1002.8,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.2008,318.15,101.3,999.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3004,298.15,101.3,1011.3,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3004,308.15,101.3,1008,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3004,310.15,101.3,1007.2,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3004,318.15,101.3,1003.8,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3019,298.15,101.3,1011.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3019,308.15,101.3,1008.2,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3019,310.15,101.3,1007.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3019,318.15,101.3,1004,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3031,298.15,101.3,1011.5,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3031,308.15,101.3,1008.3,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3031,310.15,101.3,1007.5,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.3031,318.15,101.3,1004.1,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
