setid,"Temperature, K",Mole fraction of 3-ethyl-1-methylimidazolium butyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cXqwO,288.15,0.8794,101,1169.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,288.15,1,101,1182.5,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.0498,101,856.2,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.0989,101,907.1,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.1938,101,979.3,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.2904,101,1030,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.3812,101,1064.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.4691,101,1091,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.4993,101,1098.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.5699,101,1114.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.6866,101,1136.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.7858,101,1151.6,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,0.8794,101,1163.1,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,298.15,1,101,1175.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.0498,101,847.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.0989,101,898.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.1938,101,971.6,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.2904,101,1022.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.3812,101,1057.6,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.4691,101,1083.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.4993,101,1091.1,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.5699,101,1107.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.6866,101,1129.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.7858,101,1144.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,0.8794,101,1156.3,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,308.15,1,101,1169,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.0498,101,839.5,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.0989,101,890.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.1938,101,963.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.2904,101,1014.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.3812,101,1050.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.4691,101,1076.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.4993,101,1083.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.5699,101,1101,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.6866,101,1122.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.7858,101,1138,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,0.8794,101,1149.6,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
cXqwO,318.15,1,101,1162.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAyrXy,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3-ethyl-1-methylimidazolium butyl sulfate,,,
