setid,"Temperature, K","Solvent: MolaLity of N-dodecyl-N,N-dimethylbenzenemethanaminium chloride, mol/kg","MolaLity of glycyl-L-leucine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WzWKy,293.15,0.08,0.118,101,1007.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,293.15,0.08,0.1383,101,1008.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,293.15,0.08,0.1579,101,1009.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,293.15,0.08,0.1786,101,1010.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,293.15,0.08,0.2,101,1011.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0,101,999.7,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.02002,101,1000.7,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.03942,101,1001.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.0591,101,1002.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.079,101,1003.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.0984,101,1004.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.1178,101,1005.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.1385,101,1006.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.1581,101,1007.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.1781,101,1008.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.04,0.1996,101,1009.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0,101,999.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.01999,101,1000.3,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.03865,101,1001.2,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.0582,101,1002.1,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.079,101,1003.1,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.098,101,1004,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.118,101,1005,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.1383,101,1006,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.1579,101,1006.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.1786,101,1007.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,298.15,0.08,0.2,101,1008.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0,101,996.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.02002,101,997.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.03942,101,998.7,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.0591,101,999.7,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.079,101,1000.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.0984,101,1001.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.1178,101,1002.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.1385,101,1003.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.1581,101,1004.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.1781,101,1005.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.04,0.1996,101,1006.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0,101,996.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.01999,101,997.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.03865,101,998.3,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.0582,101,999.2,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.079,101,1000.2,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.098,101,1001.1,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.118,101,1002.1,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.1383,101,1003,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.1579,101,1003.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.1786,101,1004.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,303.15,0.08,0.2,101,1005.9,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0,101,993.7,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.02002,101,994.6,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.03942,101,995.5,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.0591,101,996.4,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.079,101,997.3,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.0984,101,998.2,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.1178,101,999.2,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.1385,101,1000.1,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.1581,101,1001,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
WzWKy,308.15,0.04,0.1781,101,1002,Yan et al. (2019),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
