setid,Mole fraction of 1-butylpyridinium dicyanamide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mPzyf,0.4003,318.15,101,1110,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4003,323.15,101,1106,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4003,328.15,101,1103,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4003,333.15,101,1099,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4003,338.15,101,1095,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4003,343.15,101,1091,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4003,348.15,101,1088,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4003,353.15,101,1084,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,288.15,101,1120,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,293.15,101,1117,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,298.15,101,1113,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,303.15,101,1110,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,308.15,101,1106,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,313.15,101,1102,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,318.15,101,1099,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,323.15,101,1095,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,328.15,101,1092,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,333.15,101,1088,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,338.15,101,1085,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,343.15,101,1081,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,348.15,101,1077,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.4997,353.15,101,1074,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,288.15,101,1109,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,293.15,101,1105,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,298.15,101,1102,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,303.15,101,1098,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,308.15,101,1095,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,313.15,101,1092,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,318.15,101,1088,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,323.15,101,1085,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,328.15,101,1081,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,333.15,101,1078,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,338.15,101,1075,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,343.15,101,1071,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,348.15,101,1068,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.6002,353.15,101,1065,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,288.15,101,1099,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,293.15,101,1095,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,298.15,101,1092,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,303.15,101,1089,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,308.15,101,1085,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,313.15,101,1082,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,318.15,101,1079,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,323.15,101,1075,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,328.15,101,1072,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,333.15,101,1069,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,338.15,101,1066,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,343.15,101,1062,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,348.15,101,1059,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7011,353.15,101,1056,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,288.15,101,1091,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,293.15,101,1087,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,298.15,101,1084,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,303.15,101,1081,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
