setid,"Temperature, K",Mole fraction of tetrabutylammonium picrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vwaLB,323.15,0.1461,101,791.53,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,323.15,0.2243,101,793.07,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,333.1,0,101,780.91,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,333.1,0.1078,101,783.03,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,333.1,0.1895,101,783.99,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,333.1,0.2975,101,784.65,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,333.1,0.5017,101,781.74,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0,101,774.28,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.0964,101,775.26,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.1747,101,776.23,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.2823,101,776.88,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.4796,101,774.63,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.5722,101,771.87,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.6817,101,768.79,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.7964,101,764.2,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.8852,101,759.9,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,343.1,0.9408,101,757.1,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0,101,763.87,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.0817,101,764.49,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.1669,101,764.49,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.2608,101,764.49,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.4938,101,762.02,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.5982,101,759.57,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.7077,101,755.58,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.8016,101,750.34,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.866,101,746.04,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,353.1,0.9181,101,742.65,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0,101,757.73,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.0886,101,758.03,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.1825,101,758.63,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.3286,101,758.34,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.5042,101,756.18,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.6225,101,752.79,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.7043,101,749.11,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.8103,101,743.28,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.9042,101,737.44,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,363.1,0.9286,101,736.5,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0,101,751.88,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.0904,101,753.73,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.1738,101,754.33,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.2659,101,754.64,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.4868,101,751.57,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.5773,101,748.21,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.6817,101,744.52,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.7843,101,739.58,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.866,101,735.59,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
vwaLB,368.1,0.9355,101,730.66,Sonawane and Kumar (2004),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
