setid,"Temperature, K",Mole fraction of dichloromethane,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qNEqm,288.15,0.1664,101,1251.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.2488,101,1256.4,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.3308,101,1261.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.4023,101,1266.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.4624,101,1271.18,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.5776,101,1281.87,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.6593,101,1290.51,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.7684,101,1305.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.8377,101,1315.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.8856,101,1322.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.9207,101,1327,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.9475,101,1330.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.9687,101,1332.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.9858,101,1334.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,1,101,1334.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0,101,1240.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.0375,101,1242,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.0731,101,1243.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.1117,101,1245.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.1664,101,1248.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.2488,101,1252.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.3308,101,1257.5,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.4023,101,1262.82,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.4624,101,1267.11,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.5776,101,1277.47,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.6593,101,1285.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.7684,101,1299.77,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.8377,101,1309.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.8856,101,1315.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.9207,101,1319.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.9475,101,1322.6,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.9687,101,1324.5,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,0.9858,101,1325.4,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,293.15,1,101,1325.6,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0,101,1237.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.0375,101,1238.5,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.0731,101,1240.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.1117,101,1241.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.1664,101,1244.6,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.2488,101,1249,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.3308,101,1253.69,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.4023,101,1258.9,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.4624,101,1263.05,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.5776,101,1273.07,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.6593,101,1281.09,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.7684,101,1294.38,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.8377,101,1303.21,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.8856,101,1309.05,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.9207,101,1312.6,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.9475,101,1314.9,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.9687,101,1316.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,0.9858,101,1316.6,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,298.15,1,101,1316.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0,101,1233.9,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.0375,101,1235.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.0731,101,1236.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.1117,101,1238.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.1664,101,1241.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.2488,101,1245.4,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.3308,101,1249.9,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.4023,101,1254.97,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.4624,101,1259,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.5776,101,1268.69,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.6593,101,1276.39,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.7684,101,1289,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
