setid,"Temperature, K",Mole fraction of n-butylammonium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fSzxG,298.15,1,101,1101.5,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0,101,802.11,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.1004,101,844.02,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.1999,101,881,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.2993,101,915.12,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.3992,101,946.7,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.4955,101,975.3,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.6508,101,1017.8,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.801,101,1054.7,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,0.8998,101,1077.3,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,303.15,1,101,1098.4,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0,101,798.18,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.1004,101,840.32,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.1999,101,877.4,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.2993,101,911.54,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.3992,101,943.25,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.4955,101,971.9,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.6508,101,1014.5,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.801,101,1051.5,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,0.8998,101,1074.2,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,308.15,1,101,1095.3,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0,101,794.39,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.1004,101,836.6,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.1999,101,873.79,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.2993,101,908.03,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.3992,101,939.81,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.4955,101,968.6,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.6508,101,1011.3,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.801,101,1048.3,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,0.8998,101,1071,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
fSzxG,313.15,1,101,1092.2,Xu et al. (2013a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
