setid,Mole fraction of ethylammonium nitrate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aeAei,0.5264,298.1,101.3,1123.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.5264,308.1,101.3,1116.2,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.5264,318.1,101.3,1109.3,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.6251,298.1,101.3,1140.7,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.6251,308.1,101.3,1134,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.6251,318.1,101.3,1127.3,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.7217,298.1,101.3,1156.5,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.7217,308.1,101.3,1150.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.7217,318.1,101.3,1143.7,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.8163,298.1,101.3,1173.4,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.8163,308.1,101.3,1167.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.8163,318.1,101.3,1160.9,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.9091,298.1,101.3,1191.3,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.9091,308.1,101.3,1185,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.9091,318.1,101.3,1179,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,1,298.1,101.3,1209.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,1,308.1,101.3,1202.9,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,1,318.1,101.3,1196.8,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
