setid,Solvent: Weight fraction of lithium bromide,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jTTVq,0,303.15,0.54,101,1001.62,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,303.15,0.732,101,1003.59,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,303.15,0.922,101,1005.47,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,303.15,1.0244,101,1006.45,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,303.15,1.2087,101,1008.18,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,303.15,1.3605,101,1009.56,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,0.1031,101,995.24,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,0.3601,101,998.01,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,0.54,101,999.89,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,0.732,101,1001.83,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,0.922,101,1003.7,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,1.0244,101,1004.69,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,1.2087,101,1006.43,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,308.15,1.3605,101,1007.82,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,0.1031,101,993.3,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,0.3601,101,996.08,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,0.54,101,997.97,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,0.732,101,999.92,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,0.922,101,1001.8,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,1.0244,101,1002.78,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,1.2087,101,1004.5,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,313.15,1.3605,101,1005.88,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,0.1031,101,991.27,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,0.3601,101,994.02,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,0.54,101,995.9,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,0.732,101,997.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,0.922,101,999.73,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,1.0244,101,1000.71,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,1.2087,101,1002.43,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0,318.15,1.3605,101,1003.81,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,0.1041,101,1024.98,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,0.3587,101,1027.91,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,0.5072,101,1029.61,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,0.7454,101,1032.26,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,0.9422,101,1034.37,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,1.021,101,1035.18,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,1.2004,101,1036.99,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,298.15,1.3653,101,1038.6,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,0.1041,101,1023.48,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,0.3587,101,1026.39,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,0.5072,101,1028.07,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,0.7454,101,1030.68,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,0.9422,101,1032.77,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,1.021,101,1033.57,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,1.2004,101,1035.35,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,303.15,1.3653,101,1036.94,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,0.1041,101,1021.84,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,0.3587,101,1024.67,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,0.5072,101,1026.31,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,0.7454,101,1028.87,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,0.9422,101,1030.91,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,1.021,101,1031.72,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,1.2004,101,1033.49,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,308.15,1.3653,101,1035.06,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,0.1041,101,1019.95,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,0.3587,101,1022.72,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,0.5072,101,1024.32,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,0.7454,101,1026.83,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,0.9422,101,1028.83,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,1.021,101,1029.61,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,1.2004,101,1031.34,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,313.15,1.3653,101,1032.87,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,0.1041,101,1017.96,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,0.3587,101,1020.67,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,0.5072,101,1022.24,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,0.7454,101,1024.72,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,0.9422,101,1026.7,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,1.021,101,1027.48,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,1.2004,101,1029.2,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.05,318.15,1.3653,101,1030.73,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,0.1022,101,1051.72,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,0.359,101,1054.72,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,0.5151,101,1056.55,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,0.7666,101,1059.41,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,0.9375,101,1061.3,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,1.0205,101,1062.21,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,1.2063,101,1064.19,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,298.15,1.3621,101,1065.79,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,0.1022,101,1050.13,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,0.359,101,1053.09,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,0.5151,101,1054.88,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,0.7666,101,1057.71,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,0.9375,101,1059.57,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,1.0205,101,1060.45,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,1.2063,101,1062.36,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,303.15,1.3621,101,1063.92,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,308.15,0.1022,101,1048.25,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,308.15,0.359,101,1051.19,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,308.15,0.5151,101,1052.98,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,308.15,0.7666,101,1055.78,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,308.15,0.9375,101,1057.62,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,308.15,1.0205,101,1058.49,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,308.15,1.2063,101,1060.37,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
