setid,"Temperature, K","Moles per mass of solution: tetrapropylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eadTK,293.15,0,101,948.553,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.01826,101,949.431,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.02772,101,949.88,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.03739,101,950.335,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.05602,101,951.208,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.07557,101,952.108,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.105,101,953.456,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.1323,101,954.704,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.1595,101,955.944,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,293.15,0.1889,101,957.263,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0,101,943.79,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.01826,101,944.677,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.02772,101,945.132,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.03739,101,945.594,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.05602,101,946.474,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.07557,101,947.385,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.105,101,948.752,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.1323,101,950.012,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.1595,101,951.267,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,298.15,0.1889,101,952.6,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0,101,939.014,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.01826,101,939.914,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.02772,101,940.374,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.03739,101,940.842,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.05602,101,941.736,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.07557,101,942.66,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.105,101,944.04,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.1323,101,945.316,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.1595,101,946.585,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,303.15,0.1889,101,947.938,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0,101,929.43,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.01826,101,930.356,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.02772,101,930.828,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.03739,101,931.308,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.05602,101,932.224,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.07557,101,933.171,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.105,101,934.587,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.1323,101,935.896,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.1595,101,937.195,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,313.15,0.1889,101,938.585,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0,101,919.797,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.01826,101,920.751,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.02772,101,921.238,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.03739,101,921.731,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.05602,101,922.67,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.07557,101,923.642,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.105,101,925.097,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.1323,101,926.436,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.1595,101,927.766,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,323.15,0.1889,101,929.191,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0,101,910.117,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.01826,101,911.09,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.02772,101,911.587,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.03739,101,912.092,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.05602,101,913.055,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.07557,101,914.058,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.105,101,915.555,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.1323,101,916.928,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.1595,101,918.295,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
eadTK,333.15,0.1889,101,919.755,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,,,
