setid,"Temperature, K","Solvent: MolaLity of 1-butyl-3-methylimidazolium hexafluorophosphate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VAkgV,298.15,0.06,0.3557,101,1011.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.4129,101,1013.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.5049,101,1015.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.6134,101,1019.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.6834,101,1021.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.7606,101,1023.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.8206,101,1025.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0,101,1002.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.0533,101,1004,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.1026,101,1005.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.2038,101,1008.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.3557,101,1013.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.4129,101,1015.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.5049,101,1018.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.6134,101,1021.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.6834,101,1023.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.7633,101,1025.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.08,0.8206,101,1027.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0,101,995.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.052,101,997.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.1032,101,998.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.2038,101,1002.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.3064,101,1005.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.4123,101,1008.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.5029,101,1011.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.6054,101,1014.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.6827,101,1016.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.7426,101,1018.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0,0.8199,101,1020.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0,101,995.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.0526,101,997.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.1052,101,999.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.2398,101,1003.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.3577,101,1006.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.4136,101,1008.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.5162,101,1011.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.6121,101,1014.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.7073,101,1017.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.762,101,1018.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.02,0.8212,101,1020.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0,101,996.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.0526,101,998.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.1052,101,1000.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.2371,101,1004.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.3543,101,1007.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.4136,101,1009.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.5035,101,1012.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.6134,101,1015.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.6834,101,1017.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.7606,101,1020,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.04,0.8199,101,1021.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0,101,998.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.0533,101,1000.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.1026,101,1002.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.2038,101,1005.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.3557,101,1010,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.4129,101,1011.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.5049,101,1014.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.6134,101,1017.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.6834,101,1019.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.7606,101,1022,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.06,0.8206,101,1023.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0,101,1001.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.0533,101,1003.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.1026,101,1004.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.2038,101,1007.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.3557,101,1012.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.4129,101,1014.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.5049,101,1017,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.6134,101,1020.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.6834,101,1022.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.7633,101,1024.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,303.15,0.08,0.8206,101,1026.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0,101,994,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.052,101,995.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.1032,101,997.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.2038,101,1000.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.3064,101,1003.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.4123,101,1006.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.5029,101,1009.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.6054,101,1012.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.6827,101,1014.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.7426,101,1016.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0,0.8199,101,1018.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0,101,994.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.0526,101,995.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.1052,101,997.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.2398,101,1001.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.3577,101,1005.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.4136,101,1006.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.5162,101,1010,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.6121,101,1012.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,308.15,0.02,0.7073,101,1015.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
