setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
leytz,323,100,0.2,1441,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,328,100,0.2,1437,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,333,100,0.2,1432,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,338,100,0.2,1428,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,343,100,0.2,1423,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,348,100,0.2,1419,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,353,100,0.2,1415,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,358,100,0.2,1410,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,363,100,0.2,1406,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,368,100,0.2,1402,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
