setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OqEDH,303.15,0.7032,101,1177.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,303.15,0.8004,101,1176.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,303.15,0.9002,101,1175.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,303.15,1,101,1173.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0,101,1188,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.1022,101,1185.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.2001,101,1182.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.3021,101,1180.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.3996,101,1178.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.5012,101,1177.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.6015,101,1175.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.7032,101,1174.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.8004,101,1172.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,0.9002,101,1171.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,308.15,1,101,1170.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0,101,1182.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.1022,101,1180.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.2001,101,1178.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.3021,101,1176.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.3996,101,1174.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.5012,101,1173,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.6015,101,1171.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.7032,101,1170.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.8004,101,1169.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,0.9002,101,1168.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,313.15,1,101,1167.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0,101,1177.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.1022,101,1175.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.2001,101,1173.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.3021,101,1172,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.3996,101,1170.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.5012,101,1169.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.6015,101,1168,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.7032,101,1166.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.8004,101,1165.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,0.9002,101,1164.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,318.15,1,101,1164,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0,101,1172.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.1022,101,1170.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.2001,101,1168.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.3021,101,1167.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.3996,101,1166.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.5012,101,1165.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.6015,101,1164.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.7032,101,1163.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.8004,101,1162.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,0.9002,101,1161.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,323.15,1,101,1160.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0,101,1166.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.1022,101,1165.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.2001,101,1164.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.3021,101,1163.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.3996,101,1162.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.5012,101,1161.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.6015,101,1160.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.7032,101,1159.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.8004,101,1158.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,0.9002,101,1157.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,328.15,1,101,1157.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0,101,1161.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.1022,101,1160.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.2001,101,1159.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.3021,101,1158.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.3996,101,1158.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
