setid,"Temperature, K","MolaLity of 1-methyl-3-pentylimidazolium glycinate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
skHEX,303.15,0.2996,100,1003.9,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,303.15,0.4001,100,1006.5,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,303.15,0.5002,100,1009,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.0512,100,995.5,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.0591,100,995.7,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.0713,100,996.1,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.0786,100,996.3,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.0902,100,996.6,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.0997,100,996.8,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.2004,100,999.5,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.2996,100,1002.1,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.4001,100,1004.6,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,308.15,0.5002,100,1007,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.0512,100,993.6,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.0591,100,993.9,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.0713,100,994.2,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.0786,100,994.4,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.0902,100,994.7,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.0997,100,995,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.2004,100,997.6,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.2996,100,1000.1,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.4001,100,1002.5,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,313.15,0.5002,100,1004.9,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.0512,100,991.6,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.0591,100,991.8,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.0713,100,992.1,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.0786,100,992.3,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.0902,100,992.5,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.0997,100,992.8,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.2004,100,995.4,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.2996,100,997.9,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.4001,100,1000.3,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
skHEX,318.15,0.5002,100,1002.6,Meng et al. (2022b),Density,Liquid,AArljU,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium glycinate,AADYJk,O,water,,,
