setid,"Temperature, K",Mole fraction of propanal,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wtsnf,293.151,0.616,96,1105.04,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.151,0.7074,96,1066.43,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.152,0.1702,96,1212.4,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.155,1,96,801.06,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.156,0,96,1240,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.156,0.3671,96,1178.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.156,0.9022,96,931.16,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.156,0.9521,96,870.7,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.157,0.2146,96,1205.4,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.157,0.4184,96,1166.7,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,293.158,0.8104,96,1008.26,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.141,0,96,1236.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.148,0.1702,96,1208.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.151,0.5246,96,1132.3,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.151,1,96,794.85,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.152,0.616,96,1101.02,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.156,0.7074,96,1062.18,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.156,0.8104,96,1003.73,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.156,0.9022,96,925.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.156,0.9521,96,865.2,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.157,0.077,96,1220.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.157,0.2146,96,1201.8,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.157,0.3671,96,1175.2,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,298.159,0.4184,96,1162.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.14,0,96,1233.6,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.15,0.7074,96,1058.06,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.15,1,96,788.72,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.151,0.5246,96,1128.5,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.155,0.077,96,1217.5,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.156,0.4184,96,1159.1,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.156,0.9022,96,920.8,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.157,0.2146,96,1198.2,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.157,0.3671,96,1171.5,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.157,0.8104,96,999.38,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.157,0.9521,96,859.8,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.158,0.1702,96,1205.4,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,303.158,0.616,96,1097.06,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.148,0,96,1229.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.15,0.077,96,1214,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.15,0.9022,96,915.5,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.151,0.2146,96,1194.7,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.151,0.4184,96,1155.4,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.151,0.9521,96,854.4,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.152,0.3671,96,1167.8,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.152,0.8104,96,995.49,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.157,0.616,96,1093.39,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.157,1,96,782.55,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.158,0.1702,96,1201.9,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.158,0.5246,96,1124.8,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,308.158,0.7074,96,1054.45,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.143,0.616,96,1089.32,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.143,0.7074,96,1050.7,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.145,0.1702,96,1198.6,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.148,0.8104,96,990.4,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.148,0.9022,96,910.1,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.15,0.5246,96,1121.2,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.151,0.3671,96,1164.2,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.151,0.9521,96,848.7,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.152,0,96,1226.7,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.152,0.4184,96,1151.8,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.153,0.077,96,1210.7,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.153,1,96,776.53,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
Wtsnf,313.157,0.2146,96,1191.3,Alvarez et al. (2011),Density,Liquid,AALIno,CCC=O,propanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
