setid,"Temperature, K","MolaLity of 1-ethyl-2,3-dimethylimidazolium terafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AUepV,298.15,0.5243,101.3,824.1,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,298.15,1.1779,101.3,862,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,298.15,2.0214,101.3,902.8,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,298.15,3.1447,101.3,946.3,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,298.15,4.7151,101.3,993.3,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,298.15,7.0752,101.3,1042.7,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,298.15,10.951,101.3,1089.7,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,298.15,18.652,101.3,1144.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,0,101.3,779.1,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,0.5243,101.3,818.7,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,1.1779,101.3,856.8,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,2.0214,101.3,897.7,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,3.1447,101.3,941.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,4.7151,101.3,988.7,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,7.0752,101.3,1038.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,10.951,101.3,1085.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,303.15,18.652,101.3,1140.7,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,0,101.3,773.3,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,0.5243,101.3,813.2,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,1.1779,101.3,851.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,2.0214,101.3,892.7,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,3.1447,101.3,936.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,4.7151,101.3,984.1,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,7.0752,101.3,1032.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,10.951,101.3,1081.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,308.15,18.652,101.3,1136.8,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,0,101.3,767.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,0.5243,101.3,807.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,1.1779,101.3,846.2,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,2.0214,101.3,887.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,3.1447,101.3,931.8,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,4.7151,101.3,979.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,7.0752,101.3,1030.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,10.951,101.3,1077.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,313.15,18.652,101.3,1132.9,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,0,101.3,761.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,0.5243,101.3,802,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,1.1779,101.3,840.8,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,2.0214,101.3,882.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,3.1447,101.3,926.9,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,4.7151,101.3,974.9,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,7.0752,101.3,1026.2,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,10.951,101.3,1073.3,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,318.15,18.652,101.3,1129.1,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,0,101.3,755.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,0.5243,101.3,796.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,1.1779,101.3,835.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,2.0214,101.3,877.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,3.1447,101.3,922.1,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,4.7151,101.3,970.3,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,7.0752,101.3,1021.9,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,10.951,101.3,1069.2,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
AUepV,323.15,18.652,101.3,1125.2,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AALIPU,CC(C)=O,acetone,,,
