setid,"Temperature, K","MolaLity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/kg","Pressure, kPa",Solvent: Mole fraction of methanol,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
COLGP,303,0.003,101,0.08,973,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.004,101,0.08,973,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.005,101,0.08,973,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.006,101,0.08,973,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.007,101,0.08,973,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.008,101,0.08,973,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.009,101,0.08,973.1,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.01,101,0.08,973.1,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.011,101,0.08,973.1,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.012,101,0.08,973.1,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.013,101,0.08,973.1,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,303,0.014,101,0.08,973.1,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0,101,0.08,970.4,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.002,101,0.08,970.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.003,101,0.08,970.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.004,101,0.08,970.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.005,101,0.08,970.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.006,101,0.08,970.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.007,101,0.08,970.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.008,101,0.08,970.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.009,101,0.08,971,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.01,101,0.08,971,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.011,101,0.08,971,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.012,101,0.08,971,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.013,101,0.08,971,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,308,0.014,101,0.08,971,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0,101,0.08,968.3,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.002,101,0.08,968.8,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.003,101,0.08,968.8,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.004,101,0.08,968.8,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.005,101,0.08,968.8,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.006,101,0.08,968.8,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.007,101,0.08,968.8,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.008,101,0.08,968.8,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.009,101,0.08,968.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.01,101,0.08,968.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.011,101,0.08,968.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.012,101,0.08,968.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.013,101,0.08,968.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
COLGP,313,0.014,101,0.08,968.9,Kaushal et al. (2015),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,AAGIBL,CO,methanol
