setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of magnesium chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GYlll,288.15,0.08617,84.5,0.035,1004.99,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,288.15,0.11603,84.5,0.035,1005.85,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0,84.5,0.035,1001.48,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00118,84.5,0.035,1001.53,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00192,84.5,0.035,1001.56,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00257,84.5,0.035,1001.58,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00288,84.5,0.035,1001.6,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00375,84.5,0.035,1001.63,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00438,84.5,0.035,1001.65,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00508,84.5,0.035,1001.67,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00542,84.5,0.035,1001.68,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00593,84.5,0.035,1001.7,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.00912,84.5,0.035,1001.79,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.01217,84.5,0.035,1001.88,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.01515,84.5,0.035,1001.96,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.01824,84.5,0.035,1002.05,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.02048,84.5,0.035,1002.12,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.02591,84.5,0.035,1002.27,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.03049,84.5,0.035,1002.41,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.04536,84.5,0.035,1002.83,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.06171,84.5,0.035,1003.3,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.0771,84.5,0.035,1003.72,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.08617,84.5,0.035,1003.98,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,293.15,0.11603,84.5,0.035,1004.81,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0,84.5,0.035,1000.31,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00118,84.5,0.035,1000.35,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00192,84.5,0.035,1000.38,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00257,84.5,0.035,1000.4,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00288,84.5,0.035,1000.41,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00375,84.5,0.035,1000.45,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00438,84.5,0.035,1000.47,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00508,84.5,0.035,1000.49,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00542,84.5,0.035,1000.5,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00593,84.5,0.035,1000.51,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.00912,84.5,0.035,1000.6,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.01217,84.5,0.035,1000.68,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.01515,84.5,0.035,1000.76,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.01824,84.5,0.035,1000.85,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.02048,84.5,0.035,1000.91,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.02591,84.5,0.035,1001.07,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.03049,84.5,0.035,1001.2,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.04536,84.5,0.035,1001.6,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.06171,84.5,0.035,1002.05,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.0771,84.5,0.035,1002.46,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.08617,84.5,0.035,1002.71,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,298.15,0.11603,84.5,0.035,1003.51,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0,84.5,0.035,998.899,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00118,84.5,0.035,998.94,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00192,84.5,0.035,998.964,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00257,84.5,0.035,998.986,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00288,84.5,0.035,999.002,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00375,84.5,0.035,999.032,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00438,84.5,0.035,999.049,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00508,84.5,0.035,999.068,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00542,84.5,0.035,999.083,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00593,84.5,0.035,999.091,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.00912,84.5,0.035,999.177,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.01217,84.5,0.035,999.258,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.01515,84.5,0.035,999.337,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.01824,84.5,0.035,999.423,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.02048,84.5,0.035,999.483,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.02591,84.5,0.035,999.629,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.03049,84.5,0.035,999.755,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.04536,84.5,0.035,1000.15,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.06171,84.5,0.035,1000.59,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.0771,84.5,0.035,1000.98,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.08617,84.5,0.035,1001.22,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,303.15,0.11603,84.5,0.035,1002,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
