setid,"Temperature, K","MolaLity of 1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HTnor,298.15,0.01177,100,0.908,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,298.15,0.02018,100,1.554,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,298.15,0.02912,100,2.237,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,298.15,0.05104,100,3.9,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,298.15,0.07113,100,5.41,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,298.15,0.09124,100,6.911,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,303.15,0.01026,100,0.783,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,303.15,0.01177,100,0.899,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,303.15,0.02018,100,1.537,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,303.15,0.02912,100,2.211,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,303.15,0.05104,100,3.855,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,303.15,0.07113,100,5.349,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,303.15,0.09124,100,6.829,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,308.15,0.01026,100,0.777,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,308.15,0.01177,100,0.89,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,308.15,0.02018,100,1.523,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,308.15,0.02912,100,2.189,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,308.15,0.05104,100,3.815,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,308.15,0.07113,100,5.291,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,308.15,0.09124,100,6.755,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,313.15,0.01026,100,0.768,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,313.15,0.01177,100,0.881,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,313.15,0.02018,100,1.506,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,313.15,0.02912,100,2.165,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,313.15,0.05104,100,3.772,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,313.15,0.07113,100,5.231,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,313.15,0.09124,100,6.681,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,318.15,0.01026,100,0.76,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,318.15,0.01177,100,0.871,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,318.15,0.02018,100,1.491,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,318.15,0.02912,100,2.144,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,318.15,0.05104,100,3.734,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,318.15,0.07113,100,5.178,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
HTnor,318.15,0.09124,100,6.611,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,ABKJQh,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)F,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",,,
