setid,"Temperature, K","Mole fraction of 1,2-ethanediol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FDQiR,303.15,0.489,100,1238,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.602,100,1220,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.71,100,1200,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.783,100,1184,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.843,100,1167,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.894,100,1151,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.934,100,1136,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.97,100,1121,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.985,100,1114,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.991,100,1111,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.997,100,1108,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,0.999,100,1107,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,303.15,1,100,1106,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.489,100,1230,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.602,100,1213,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.71,100,1192,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.783,100,1176,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.843,100,1160,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.894,100,1144,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.934,100,1129,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.97,100,1114,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.985,100,1107,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.991,100,1104,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.997,100,1101,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,0.999,100,1100,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,313.15,1,100,1099,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
