setid,"Temperature, K","MolaLity of L-ascorbic acid, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WTqoS,308.15,0.0201,0.15,100,1002,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0209,0,100,995.5,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0399,0.15,100,1003,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0401,0.05,100,999,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0401,0.1,100,1000.4,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0405,0,100,996.8,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0599,0.1,100,1001.5,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0599,0.15,100,1004,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0601,0.05,100,1000.2,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0604,0,100,998.2,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0799,0.1,100,1002.6,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0801,0.05,100,1001.5,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0801,0.15,100,1005,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0809,0,100,999.6,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0999,0.1,100,1003.8,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.0999,0.15,100,1006,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.1001,0.05,100,1002.7,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.1016,0,100,1001,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.1199,0.15,100,1007,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.12,0.1,100,1004.9,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.1202,0.05,100,1003.9,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,308.15,0.1219,0,100,1002.3,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0,0,100,992.2,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0,0.05,100,994.2,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0,0.1,100,995.7,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0,0.15,100,999,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0201,0.05,100,995.4,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0201,0.1,100,996.8,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0201,0.15,100,1000.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0209,0,100,993.6,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0399,0.15,100,1001.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0401,0.05,100,996.7,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0401,0.1,100,998,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0405,0,100,995,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0599,0.1,100,999.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0599,0.15,100,1002.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0601,0.05,100,997.9,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0604,0,100,996.3,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0799,0.1,100,1000.2,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0801,0.05,100,999.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0801,0.15,100,1003.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0809,0,100,997.7,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0999,0.1,100,1001.3,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.0999,0.15,100,1004.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.1001,0.05,100,1000.3,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.1016,0,100,999.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.1199,0.15,100,1005.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.12,0.1,100,1002.4,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.1202,0.05,100,1001.5,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,313.15,0.1219,0,100,1000.4,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0,0,100,990.2,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0,0.05,100,992.7,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0,0.1,100,994.9,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0,0.15,100,997,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0201,0.05,100,993.9,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0201,0.1,100,996,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0201,0.15,100,998,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0209,0,100,991.6,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0399,0.15,100,999,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0401,0.05,100,995.1,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0401,0.1,100,997.2,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0405,0,100,993,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0599,0.1,100,998.3,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0599,0.15,100,1000,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0601,0.05,100,996.3,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0604,0,100,994.3,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0799,0.1,100,999.4,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0801,0.05,100,997.5,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0801,0.15,100,1001,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0809,0,100,995.7,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0999,0.1,100,1000.5,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.0999,0.15,100,1002,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.1001,0.05,100,998.7,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.1016,0,100,997,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.1199,0.15,100,1003,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.12,0.1,100,1001.5,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.1202,0.05,100,999.8,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
WTqoS,318.15,0.1219,0,100,998.4,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
