setid,"MolaRity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/dm3","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
USdCJ,0.5,348.1,101,1326.5,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.5,358.1,101,1314.3,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.5,363,101,1308.2,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.7,298.1,101,1403.5,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.7,308.1,101,1391.3,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.7,318.1,101,1381.1,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.7,328.1,101,1368.9,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.7,338.1,101,1358.7,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.7,348.1,101,1346.5,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.7,358.1,101,1334.3,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,283,101,1439.8,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,293,101,1427.6,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,303,101,1413.4,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,313,101,1405.2,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,323,101,1395,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,333,101,1382.8,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,343,101,1370.6,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,353,101,1358.4,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,0.9,363,101,1346.2,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.2,293,101,1459.6,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.2,303,101,1447.4,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.2,313,101,1439.2,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.2,323,101,1425,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.2,333,101,1412.8,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.2,343,101,1400.6,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.2,363,101,1376.2,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,303,101,1471.4,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,308.1,101,1465.3,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,313,101,1461.2,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,318.1,101,1453.1,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,323,101,1447,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,328.1,101,1442.9,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,332.1,101,1436.8,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,338.1,101,1430.7,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,343,101,1422.6,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,348.1,101,1420.5,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,353,101,1414.4,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,358.1,101,1406.3,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
USdCJ,1.5,363,101,1404.2,Forero-Saboya et al. (2019),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAQwFH,O=C1OCCO1,ethylene carbonate,,,
