setid,Mole fraction of methyl ethanoate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SAPpN,0.5928,303.144,101,989.1,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.5928,308.15,101,984.3,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.5928,313.146,101,979.6,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.5928,318.144,101,974.8,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.5928,323.143,101,970,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,288.149,101,991.4,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,293.151,101,986.5,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,298.145,101,981.5,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,303.143,101,976.4,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,308.142,101,971.3,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,313.142,101,966.1,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,318.147,101,961,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.6898,323.146,101,955.7,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,288.14,101,977.2,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,293.15,101,971.7,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,298.145,101,966.2,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,303.145,101,960.7,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,308.143,101,955.1,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,313.142,101,949.5,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,318.151,101,943.8,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.7912,323.146,101,938.1,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,288.149,101,959.7,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,293.15,101,953.8,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,298.145,101,947.7,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,303.143,101,941.6,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,308.145,101,935.5,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,313.143,101,929.3,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,318.142,101,923,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.898,323.146,101,916.7,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,288.156,101,950.1,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,293.145,101,943.8,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,298.145,101,937.5,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,303.143,101,931.1,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,308.143,101,924.6,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,313.142,101,918.1,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,318.143,101,911.5,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,0.9483,323.146,101,904.9,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,288.149,101,939.9,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,293.142,101,933.4,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,298.143,101,926.8,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,303.144,101,920.2,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,308.142,101,913.5,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,313.143,101,906.7,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,318.144,101,899.9,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
SAPpN,1,323.15,101,893,Alvarez et al. (2013),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
