setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PkAqV,293.15,0.05028,101.3,808.89,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,293.15,0.06021,101.3,809.32,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,293.15,0.07557,101.3,809.95,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,293.15,0.09955,101.3,810.84,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0,101.3,802.35,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.00502,101.3,802.62,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.01098,101.3,802.93,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.0202,101.3,803.4,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.03008,101.3,803.84,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.04003,101.3,804.29,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.05028,101.3,804.74,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.06021,101.3,805.16,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.07557,101.3,805.78,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,298.15,0.09955,101.3,806.7,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0,101.3,798.16,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.00502,101.3,798.43,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.01098,101.3,798.75,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.0202,101.3,799.19,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.03008,101.3,799.66,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.04003,101.3,800.11,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.05028,101.3,800.56,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.06021,101.3,800.98,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.07557,101.3,801.61,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,303.15,0.09955,101.3,802.54,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0,101.3,793.87,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.00502,101.3,794.14,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.01098,101.3,794.45,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.0202,101.3,794.92,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.03008,101.3,795.38,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.04003,101.3,795.86,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.05028,101.3,796.29,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.06021,101.3,796.72,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.07557,101.3,797.36,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,308.15,0.09955,101.3,798.31,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0,101.3,789.49,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.00502,101.3,789.76,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.01098,101.3,790.07,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.0202,101.3,790.53,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.03008,101.3,791.01,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.04003,101.3,791.47,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.05028,101.3,791.93,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.06021,101.3,792.37,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.07557,101.3,793.02,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
PkAqV,313.15,0.09955,101.3,793.93,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
