setid,"Temperature, K","Solvent: MolaLity of 1-pentyl-3-methylimidazolium bromide, mol/kg","MolaLity of N-acetyl-L-cysteine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hHpQL,288.15,0.03,0.594,100,1026.8,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.03,0.691,100,1031.09,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0,100,1001.11,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0.0999,100,1005.56,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0.1995,100,1009.99,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0.2978,100,1014.37,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0.3993,100,1018.88,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0.4963,100,1023.2,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0.599,100,1027.77,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,288.15,0.05,0.699,100,1032.2,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0,100,997.04,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0.099,100,1001.37,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0.1981,100,1005.7,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0.2976,100,1010.05,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0.397,100,1014.39,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0.4992,100,1018.86,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0.599,100,1023.22,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0,0.69,100,1027.21,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0,100,997.23,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0.0993,100,1001.57,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0.1967,100,1005.82,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0.2986,100,1010.27,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0.4004,100,1014.72,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0.4978,100,1018.98,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0.596,100,1023.28,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.005,0.698,100,1027.73,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0,100,997.42,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0.099,100,1001.75,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0.1989,100,1006.11,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0.2978,100,1010.43,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0.3996,100,1014.87,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0.4958,100,1019.07,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0.599,100,1023.59,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.01,0.698,100,1027.91,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0,100,998.19,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0.0991,100,1002.51,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0.2002,100,1006.92,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0.2975,100,1011.16,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0.3975,100,1015.51,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0.4993,100,1019.95,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0.594,100,1024.09,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.03,0.691,100,1028.29,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0,100,998.96,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0.0999,100,1003.3,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0.1995,100,1007.64,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0.2978,100,1011.92,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0.3993,100,1016.33,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0.4963,100,1020.55,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0.599,100,1025.02,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,298.15,0.05,0.699,100,1029.35,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0,100,994.03,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0.099,100,998.26,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0.1981,100,1002.49,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0.2976,100,1006.74,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0.397,100,1010.98,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0.4992,100,1015.35,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0.599,100,1019.61,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0,0.69,100,1023.51,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.005,0,100,994.23,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.005,0.0993,100,998.46,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.005,0.1967,100,1002.62,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
