setid,Weight fraction of 1-butyl-3-methylimidazolium bromide,Weight fraction of rubidium carbonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mGbAa,0.1191,0.0299,298.15,101,1051.92,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1194,0,298.15,101,1025.5,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1195,0.06,298.15,101,1079.7,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1364,0.0601,298.15,101,1084.4,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1365,0.0299,298.15,101,1056.51,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1366,0,298.15,101,1029.81,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1508,0.0301,298.15,101,1060.43,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.153,0.06,298.15,101,1088.95,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1536,0,298.15,101,1034.15,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1705,0,298.15,101,1038.49,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1713,0.06,298.15,101,1094.1,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
mGbAa,0.1734,0.0299,298.15,101,1066.39,Yin et al. (2013),Density,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
