setid,"Weight fraction of trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UWYDt,0.4691,0.0649,288.15,100,836.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,293.15,100,832.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,298.15,100,829.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,303.15,100,825.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,308.15,100,822.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,313.15,100,818.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,318.15,100,815.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,323.15,100,811.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,328.15,100,808.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.4691,0.0649,333.15,100,804.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,288.15,100,817.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,293.15,100,814.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,298.15,100,811,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,303.15,100,807.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,308.15,100,804.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
