setid,"Weight fraction of trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UWYDt,0.7972,0.00046,293.15,100,859.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,298.15,100,856.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,303.15,100,853.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,308.15,100,849.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,313.15,100,846.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,318.15,100,843.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,323.15,100,840.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,328.15,100,837.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,333.15,100,834.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,288.15,100,910.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,293.15,100,906.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,298.15,100,903.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,303.15,100,899.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,308.15,100,896.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,313.15,100,892.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,318.15,100,888.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,323.15,100,884.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,328.15,100,880.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8233,0.1335,333.15,100,875.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,288.15,100,921.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,293.15,100,917.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,298.15,100,914.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,303.15,100,911,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,308.15,100,907.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,313.15,100,904.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,318.15,100,901,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,323.15,100,897.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,328.15,100,894.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8465,0.1535,333.15,100,890.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,288.15,100,886.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,293.15,100,883.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,298.15,100,880.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,303.15,100,877.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,308.15,100,874.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,313.15,100,871,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,318.15,100,868,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,323.15,100,864.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,328.15,100,861.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.8981,0.00051,333.15,100,858.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,288.15,100,892.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,293.15,100,889.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,298.15,100,885.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,303.15,100,882.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,308.15,100,879.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,313.15,100,876.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,318.15,100,873.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,323.15,100,870.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,328.15,100,867.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9437,0.00054,333.15,100,864.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,288.15,100,890.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,293.15,100,887.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,298.15,100,884.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,303.15,100,881.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,308.15,100,878.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,313.15,100,875.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,318.15,100,872.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,323.15,100,869.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,328.15,100,866.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,333.15,100,863.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,338.15,100,861,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,343.15,100,858.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,348.15,100,855.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,353.15,100,852.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,358.15,100,849.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.9994,0.00057,363.15,100,846.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
