setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nEuoW,298.15,0.7837,101,1013.92,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,298.15,0.8328,101,1012.75,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,298.15,0.9583,101,1010.27,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,298.15,1,101,1009.56,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0,101,1102.7,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.0077,101,1098.89,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.0589,101,1078.94,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.119,101,1061.98,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.2112,101,1044.34,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.2985,101,1033.27,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.4021,101,1024.26,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.5118,101,1017.52,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.6041,101,1013.41,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.6999,101,1010.14,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.7837,101,1007.87,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.8328,101,1006.75,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,0.9583,101,1004.34,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,308.15,1,101,1003.74,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0,101,1095.5,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.0077,101,1091.83,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.0589,101,1072.21,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.119,101,1055.33,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.2112,101,1037.95,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.2985,101,1026.92,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.4021,101,1017.91,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.5118,101,1011.2,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.6041,101,1007.18,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.6999,101,1003.94,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.7837,101,1001.74,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.8328,101,1000.65,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,0.9583,101,998.43,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
nEuoW,318.15,1,101,997.92,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
