setid,"MolaLity of 1-methyl-3-octylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zxmsj,0.0591,303.15,101,786.606,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.0591,308.15,101,781.885,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.0818,288.15,101,802.451,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.0818,293.15,101,797.784,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.0818,298.15,101,793.109,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.0818,303.15,101,788.414,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.0818,308.15,101,783.702,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1046,288.15,101,804.19,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1046,293.15,101,799.535,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1046,298.15,101,794.868,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1046,303.15,101,790.183,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1046,308.15,101,785.478,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1365,288.15,101,806.598,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1365,293.15,101,801.953,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1365,298.15,101,797.294,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1365,303.15,101,792.619,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1365,308.15,101,787.928,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1897,288.15,101,810.534,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1897,293.15,101,805.904,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1897,298.15,101,801.263,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1897,303.15,101,796.608,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
zxmsj,0.1897,308.15,101,791.933,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
