setid,"Temperature, K","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lwYjZ,303.15,0,101.325,0.05,997.657,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.02108,101.325,0.05,998.829,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.0412,101.325,0.05,999.928,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.06258,101.325,0.05,1001.09,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.08221,101.325,0.05,1002.15,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.1065,101.325,0.05,1003.46,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.1575,101.325,0.05,1006.2,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.2179,101.325,0.05,1009.4,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.2618,101.325,0.05,1011.65,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,303.15,0.3049,101.325,0.05,1013.89,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0,101.325,0.05,995.989,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.02108,101.325,0.05,997.139,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.0412,101.325,0.05,998.22,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.06258,101.325,0.05,999.376,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.08221,101.325,0.05,1000.43,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.1065,101.325,0.05,1001.72,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.1575,101.325,0.05,1004.43,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.2179,101.325,0.05,1007.61,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.2618,101.325,0.05,1009.89,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,308.15,0.3049,101.325,0.05,1012.12,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0,101.325,0.05,994.178,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0.0412,101.325,0.05,996.373,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0.06258,101.325,0.05,997.518,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0.08221,101.325,0.05,998.566,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0.1065,101.325,0.05,999.852,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0.1575,101.325,0.05,1002.52,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0.2179,101.325,0.05,1005.73,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lwYjZ,313.15,0.2618,101.325,0.05,1008.09,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
