setid,"Temperature, K",Mole fraction of 3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eVqzW,293.15,0.0977,101,1025.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.1994,101,1173.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.2997,101,1269,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.4003,101,1336.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.5007,101,1387.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.5945,101,1424.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.6987,101,1455.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.792,101,1478.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,0.8983,101,1499.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,293.15,1,101,1515.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0,101,776.6,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.0977,101,1020,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.1994,101,1169,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.2997,101,1264.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.4003,101,1331.6,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.5007,101,1382.6,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.5945,101,1419.5,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.6987,101,1451.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.792,101,1474.4,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,0.8983,101,1494.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,298.15,1,101,1511.4,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0,101,771.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.0977,101,1015.1,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.1994,101,1164.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.2997,101,1259.5,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.4003,101,1327,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.5007,101,1378,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.5945,101,1414.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.6987,101,1446.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.792,101,1470,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,0.8983,101,1490.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,303.15,1,101,1506.8,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0,101,765.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.0977,101,1010.1,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.1994,101,1159.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.2997,101,1254.8,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.4003,101,1322.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.5007,101,1373.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.5945,101,1410.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.6987,101,1442.4,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.792,101,1465.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,0.8983,101,1486.5,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,308.15,1,101,1502.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0,101,760.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.0977,101,1005.1,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.1994,101,1154.4,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.2997,101,1250,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.4003,101,1317.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.5007,101,1368.8,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.5945,101,1405.8,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.6987,101,1438.1,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.792,101,1461.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,0.8983,101,1482.5,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,313.15,1,101,1497.8,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0,101,754.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.0977,101,999.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.1994,101,1149.5,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.2997,101,1245.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.4003,101,1313,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.5007,101,1364.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.5945,101,1401.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.6987,101,1433.9,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.792,101,1457.3,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,0.8983,101,1478.5,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,318.15,1,101,1493.4,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0,101,749.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.0977,101,994.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.1994,101,1144.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.2997,101,1240.6,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.4003,101,1308.4,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.5007,101,1359.6,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.5945,101,1396.7,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.6987,101,1429.5,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.792,101,1453.2,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,0.8983,101,1474.4,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
eVqzW,323.15,1,101,1489,Zhang et al. (2018f),Density,Liquid,ABLbxS,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
