setid,"Solvent: MolaLity of D-glucose, mol/kg","Temperature, K","MolaLity of 1,3-bis[3-methylimidazolium-1-yl]propane dibromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jvquA,0.1,303.15,0,101,1002.36,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.02768,101,1005.91,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.03046,101,1006.28,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.04079,101,1007.55,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.05,101,1008.68,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.05932,101,1009.82,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.06752,101,1010.82,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.07283,101,1011.43,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.08074,101,1012.44,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,303.15,0.08703,101,1013.13,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0,101,1000.72,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.02768,101,1004.24,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.03046,101,1004.61,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.04079,101,1005.88,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.05,101,1007,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.05932,101,1008.13,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.06752,101,1009.13,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.07283,101,1009.74,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.08074,101,1010.74,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,308.15,0.08703,101,1011.43,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0,101,998.87,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.02768,101,1002.38,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.03046,101,1002.74,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.04079,101,1004.01,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.05,101,1005.13,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.05932,101,1006.25,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.06752,101,1007.26,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.07283,101,1007.9,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.08074,101,1008.85,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
jvquA,0.1,313.15,0.08703,101,1009.54,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
