setid,"MolaLity of 1-methyl-3-octylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TkTyU,0.0045,293.15,101,998.403,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0045,298.15,101,997.237,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0045,303.15,101,995.834,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0045,308.15,101,994.212,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0072,288.15,101,999.424,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0072,293.15,101,998.519,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0072,298.15,101,997.349,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0072,303.15,101,995.942,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0072,308.15,101,994.321,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0091,288.15,101,999.51,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0091,293.15,101,998.6,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0091,298.15,101,997.428,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0091,303.15,101,996.022,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0091,308.15,101,994.396,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0109,288.15,101,999.591,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0109,293.15,101,998.681,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0109,298.15,101,997.505,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0109,303.15,101,996.098,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0109,308.15,101,994.471,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.011,288.15,101,999.596,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.011,293.15,101,998.686,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.011,298.15,101,997.512,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.011,303.15,101,996.102,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.011,308.15,101,994.475,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0128,288.15,101,999.675,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0128,293.15,101,998.762,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0128,298.15,101,997.588,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0128,303.15,101,996.176,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0128,308.15,101,994.545,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0155,288.15,101,999.795,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0155,293.15,101,998.879,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0155,298.15,101,997.699,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0155,303.15,101,996.286,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0155,308.15,101,994.655,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0182,288.15,101,999.918,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0182,293.15,101,999,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0182,298.15,101,997.819,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0182,303.15,101,996.4,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0182,308.15,101,994.767,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0218,288.15,101,1000.07,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0218,293.15,101,999.15,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0218,298.15,101,997.965,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0218,303.15,101,996.545,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0218,308.15,101,994.907,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0293,288.15,101,1000.4,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0293,293.15,101,999.468,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0293,298.15,101,998.275,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0293,303.15,101,996.846,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0293,308.15,101,995.202,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0328,288.15,101,1000.56,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0328,293.15,101,999.624,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0328,298.15,101,998.426,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0328,303.15,101,996.994,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0328,308.15,101,995.347,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0366,288.15,101,1000.73,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0366,293.15,101,999.791,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0366,298.15,101,998.588,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0366,303.15,101,997.152,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0366,308.15,101,995.502,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0506,288.15,101,1001.35,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0506,293.15,101,1000.39,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0506,298.15,101,999.177,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0506,303.15,101,997.727,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0506,308.15,101,996.061,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0592,288.15,101,1001.72,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0592,293.15,101,1000.75,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0592,298.15,101,999.524,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0592,303.15,101,998.064,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0592,308.15,101,996.391,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0741,288.15,101,1002.38,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0741,293.15,101,1001.39,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0741,298.15,101,1000.15,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0741,303.15,101,998.672,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0741,308.15,101,996.985,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0924,288.15,101,1003.18,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0924,293.15,101,1002.17,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0924,298.15,101,1000.9,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0924,303.15,101,999.408,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.0924,308.15,101,997.703,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1121,288.15,101,1004.02,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1121,293.15,101,1003,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1121,298.15,101,1001.71,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1121,303.15,101,1000.19,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1121,308.15,101,998.466,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1313,288.15,101,1004.87,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1313,293.15,101,1003.81,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1313,298.15,101,1002.5,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1313,303.15,101,1000.97,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1313,308.15,101,999.222,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1511,288.15,101,1005.74,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1511,293.15,101,1004.66,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1511,298.15,101,1003.32,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1511,303.15,101,1001.76,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
TkTyU,0.1511,308.15,101,999.998,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
