setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of propanoic acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MRDVR,293.15,0.3416,0.3217,100,1118.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.3833,0.4907,100,1145.2,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.3844,0.238,100,1127.6,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.3965,0.5787,100,1154.6,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.418,0.17,100,1135.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.4638,0.0791,100,1144.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.5191,0.3109,100,1172.5,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.5364,0.4297,100,1181.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,293.15,0.6388,0.3114,100,1196.6,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.0756,0.4765,100,985.4,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.1074,0.2567,100,978.2,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.1175,0.1866,100,975.5,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.124,0.7536,100,1053.2,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.1316,0.0898,100,972,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.1812,0.3427,100,1040.6,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.2223,0.1931,100,1047.6,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.2398,0.1274,100,1050.5,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.2472,0.7373,100,1112.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.2593,0.485,100,1095.2,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.3416,0.3217,100,1114.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.3833,0.4907,100,1141.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.3844,0.238,100,1123.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.3965,0.5787,100,1150.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.418,0.17,100,1132,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.4638,0.0791,100,1140.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.5191,0.3109,100,1168.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.5364,0.4297,100,1177.6,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,298.15,0.6388,0.3114,100,1193,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.0756,0.4765,100,980.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.1074,0.2567,100,973.6,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.1175,0.1866,100,970.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.124,0.7536,100,1048.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.1316,0.0898,100,967.5,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.1812,0.3427,100,1036.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.2223,0.1931,100,1043.4,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.2398,0.1274,100,1046.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.2472,0.7373,100,1108.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.2593,0.485,100,1091.1,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.3416,0.3217,100,1110.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.3833,0.4907,100,1137.5,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.3844,0.238,100,1119.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.3965,0.5787,100,1147,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.418,0.17,100,1128.2,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.4638,0.0791,100,1137.1,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.5191,0.3109,100,1165.1,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.5364,0.4297,100,1173.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,303.15,0.6388,0.3114,100,1189.4,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.0756,0.4765,100,976,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.1074,0.2567,100,969,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.1175,0.1866,100,966.4,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.124,0.7536,100,1044.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.1316,0.0898,100,962.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.1812,0.3427,100,1032,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.2223,0.1931,100,1039.1,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.2398,0.1274,100,1042.1,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.2472,0.7373,100,1104.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.2593,0.485,100,1087,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.3416,0.3217,100,1106.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.3833,0.4907,100,1133.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.3844,0.238,100,1115.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.3965,0.5787,100,1143.2,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.418,0.17,100,1124.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.4638,0.0791,100,1133.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.5191,0.3109,100,1161.4,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.5364,0.4297,100,1170.2,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,308.15,0.6388,0.3114,100,1185.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.0756,0.4765,100,971.3,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.1074,0.2567,100,964.5,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.1175,0.1866,100,961.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.124,0.7536,100,1039.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.1316,0.0898,100,958.4,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.1812,0.3427,100,1027.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.2223,0.1931,100,1034.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.2398,0.1274,100,1037.9,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.2472,0.7373,100,1100.7,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.2593,0.485,100,1083,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.3416,0.3217,100,1103,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.3833,0.4907,100,1129.8,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.3844,0.238,100,1112.1,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.3965,0.5787,100,1139.4,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MRDVR,313.15,0.418,0.17,100,1120.5,Singh et al. (2017a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
