setid,Mole fraction of methanol,Mole fraction of acetone,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ovAHa,0.0795,0.5957,303.15,101,1058.4,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.0795,0.5957,313.15,101,1047.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.1454,0.5467,298.15,101,1194.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.1454,0.5467,303.15,101,1188.4,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.1454,0.5467,313.15,101,1176.7,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.1999,0.6292,298.15,101,1287.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.1999,0.6292,303.15,101,1281.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.1999,0.6292,313.15,101,1269.9,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.2294,0.1188,298.15,101,1253.3,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.2294,0.1188,303.15,101,1247.5,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.2294,0.1188,313.15,101,1235.6,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.2818,0.4481,298.15,101,1350.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.2818,0.4481,303.15,101,1344.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.2818,0.4481,313.15,101,1332.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.3221,0.2227,298.15,101,1354.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.3221,0.2227,303.15,101,1349,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.3221,0.2227,313.15,101,1337.3,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.4927,0.2348,298.15,101,1463.3,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.4927,0.2348,303.15,101,1457.6,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.4927,0.2348,313.15,101,1445.9,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.5038,0.0711,298.15,101,1450.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.5038,0.0711,303.15,101,1444.5,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.5038,0.0711,313.15,101,1432.8,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.5472,0.2722,298.15,101,1492.3,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.5472,0.2722,303.15,101,1486.7,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.5472,0.2722,313.15,101,1475.1,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.6055,0.3074,298.15,101,1519.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.6055,0.3074,303.15,101,1513.5,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
ovAHa,0.6055,0.3074,313.15,101,1502.2,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,CO,methanol,AALIPU,CC(C)=O,acetone,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
