setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,Mole fraction of acetic acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bAsbQ,293.15,0.4065,0.257,100,1032.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.4466,0.1862,100,1031.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.5,0.088,100,1029.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.5223,0.335,100,1059,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.533,0.4394,100,1071.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.6059,0.2284,100,1058.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.643,0.3229,100,1070.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.6946,0.1142,100,1055.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.7494,0.0466,100,1055.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.7615,0.1969,100,1070.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.8329,0.1208,100,1070.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,293.15,0.9024,0.0516,100,1069.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.0807,0.5208,100,979,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.1237,0.7741,100,1048.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.1318,0.2153,100,937.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.1947,0.3792,100,996.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.2444,0.2184,100,985.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.2659,0.1458,100,980.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.2666,0.5138,100,1037.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.3581,0.347,100,1031.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.387,0.507,100,1057.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.3907,0.5872,100,1067.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.4065,0.257,100,1029.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.4466,0.1862,100,1028,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.5,0.088,100,1026,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.5223,0.335,100,1055.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.533,0.4394,100,1067.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.6059,0.2284,100,1054.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.643,0.3229,100,1067.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.6946,0.1142,100,1052.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.7494,0.0466,100,1052.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.7615,0.1969,100,1067,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.8329,0.1208,100,1067,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,298.15,0.9024,0.0516,100,1066.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.0807,0.5208,100,974.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.1237,0.7741,100,1043.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.1318,0.2153,100,933.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.1947,0.3792,100,992.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.2444,0.2184,100,981.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.2659,0.1458,100,976.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.2666,0.5138,100,1033.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.3581,0.347,100,1028.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.387,0.507,100,1053.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.3907,0.5872,100,1064.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.4065,0.257,100,1025.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.4466,0.1862,100,1024.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.5,0.088,100,1022.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.5223,0.335,100,1052.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.533,0.4394,100,1064.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.6059,0.2284,100,1051.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.643,0.3229,100,1064,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.6946,0.1142,100,1048.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.7494,0.0466,100,1049.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.7615,0.1969,100,1063.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.8329,0.1208,100,1063.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,303.15,0.9024,0.0516,100,1063.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.0807,0.5208,100,969.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.1237,0.7741,100,1039.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.1318,0.2153,100,929.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.1947,0.3792,100,988.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.2444,0.2184,100,977.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.2659,0.1458,100,972.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.2666,0.5138,100,1029.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.3581,0.347,100,1024.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.387,0.507,100,1050.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.3907,0.5872,100,1059.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.4065,0.257,100,1022.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.4466,0.1862,100,1021.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.5,0.088,100,1019.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.5223,0.335,100,1049,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.533,0.4394,100,1061.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.6059,0.2284,100,1048.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.643,0.3229,100,1060.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.6946,0.1142,100,1045.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.7494,0.0466,100,1046.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.7615,0.1969,100,1060.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.8329,0.1208,100,1060.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,308.15,0.9024,0.0516,100,1060.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.0807,0.5208,100,965,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.1237,0.7741,100,1035,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.1318,0.2153,100,924.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.1947,0.3792,100,984.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.2444,0.2184,100,973.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.2659,0.1458,100,969.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.2666,0.5138,100,1025.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.3581,0.347,100,1021.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.387,0.507,100,1046.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.3907,0.5872,100,1055.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.4065,0.257,100,1018.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
