setid,"Temperature, K","Solvent: MolaLity of 1-methyl-3-octylimidazolium bromide, mol/kg","MolaLity of D-fructose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dRGpA,288.15,0.2009,0.3507,85,1031.54,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.2009,0.45,85,1037.92,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.2009,0.5459,85,1043.96,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.2009,0.648,85,1050.27,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.297,0.0507,85,1015.14,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.297,0.1492,85,1021.82,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.297,0.2482,85,1028.42,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.297,0.3497,85,1035.04,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.297,0.4531,85,1041.63,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.297,0.5522,85,1047.85,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,288.15,0.297,0.6497,85,1053.85,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.1009,0.0501,85,1004.77,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.1009,0.1498,85,1011.5,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.1009,0.2481,85,1018,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.1009,0.3486,85,1024.5,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.1009,0.4491,85,1030.87,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.1009,0.5499,85,1037.16,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.1009,0.6476,85,1043.11,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.2009,0.0508,85,1008.83,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.2009,0.1503,85,1015.5,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.2009,0.2491,85,1022.01,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.2009,0.3507,85,1028.55,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.2009,0.45,85,1034.83,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.2009,0.5459,85,1040.75,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.2009,0.648,85,1046.95,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.297,0.0507,85,1012.35,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.297,0.1492,85,1018.92,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.297,0.2482,85,1025.39,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.297,0.3497,85,1031.89,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.297,0.4531,85,1038.36,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.297,0.5522,85,1044.42,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,298.15,0.297,0.6497,85,1050.31,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.1009,0.0501,85,1001.48,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.1009,0.1498,85,1008.1,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.1009,0.2481,85,1014.46,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.1009,0.3486,85,1020.87,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.1009,0.4491,85,1027.13,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.1009,0.5499,85,1033.27,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.1009,0.6476,85,1039.12,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.2009,0.0508,85,1005.33,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.2009,0.1503,85,1011.88,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.2009,0.2491,85,1018.29,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.2009,0.3507,85,1024.75,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.2009,0.45,85,1030.91,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.2009,0.5459,85,1036.73,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.2009,0.648,85,1042.83,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.297,0.0507,85,1008.71,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.297,0.1492,85,1015.18,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.297,0.2482,85,1021.57,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.297,0.3497,85,1027.98,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.297,0.4531,85,1034.37,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.297,0.5522,85,1040.35,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,308.15,0.297,0.6497,85,1046.15,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.1009,0.0501,85,997.41,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.1009,0.1498,85,1003.9,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.1009,0.2481,85,1010.2,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.1009,0.3486,85,1016.47,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.1009,0.4491,85,1022.62,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.1009,0.5499,85,1028.67,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.1009,0.6476,85,1034.5,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.2009,0.0508,85,1001.1,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.2009,0.1503,85,1007.55,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.2009,0.2491,85,1013.84,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.2009,0.3507,85,1020.2,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.2009,0.45,85,1026.25,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.2009,0.5459,85,1032.01,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.2009,0.648,85,1037.99,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.297,0.0507,85,1004.35,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.297,0.1492,85,1010.72,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.297,0.2482,85,1017,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.297,0.3497,85,1023.33,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.297,0.4531,85,1029.63,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.297,0.5522,85,1035.52,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
dRGpA,318.15,0.297,0.6497,85,1041.22,Zafarani-Moattar et al. (2019a),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide
