setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aAPYi,100,333.15,0.41984,1083.92,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,333.15,0.48466,1106.62,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,333.15,0.57131,1132.56,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,333.15,0.68271,1159.67,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,333.15,0.79194,1181.63,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,333.15,0.93175,1203.54,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.05056,818.25,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.10296,877.67,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.12466,899.5,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.21262,969.67,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.29186,1019.38,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.31855,1032.6,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.41984,1076.98,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.48466,1099.67,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.57131,1125.7,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.68271,1152.86,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.79194,1175,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,100,343.15,0.93175,1196.87,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.05056,870,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.10296,927.45,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.12466,948.54,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.21262,1016.98,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.29186,1064.67,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.31855,1078.19,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.41984,1121.36,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.48466,1143.68,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.57131,1169.02,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.68271,1195.76,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.79194,1217.15,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,283.15,0.93175,1238.92,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.05056,861.91,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.10296,919.6,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
