setid,"Temperature, K","MolaLity of disodium ceftriaxone, mol/kg",Solvent: Weight fraction of 1-octyl-4-methylpyridinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jiaTr,288.15,0.1719,0.02,100,1047.77,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.172,0.01,100,1046.17,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.1737,0,100,1045.35,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2166,0,100,1055.85,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2175,0.01,100,1057.22,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2182,0.015,100,1058.17,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2185,0.02,100,1059.09,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2658,0,100,1067.51,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2658,0.01,100,1068.49,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2668,0.015,100,1069.57,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.2671,0.02,100,1070.5,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.3045,0.01,100,1077.27,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.3056,0.015,100,1078.34,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.306,0,100,1076.75,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,288.15,0.306,0.02,100,1079.3,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0,0,100,998.203,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0,0.01,100,999.566,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0,0.015,100,1000.32,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0,0.02,100,1001.1,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0184,0.015,100,1005.51,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0188,0.02,100,1006.41,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0193,0.01,100,1004.97,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0194,0,100,1003.63,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0469,0.01,100,1012.55,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0471,0.02,100,1014.18,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0485,0,100,1011.61,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0485,0.015,100,1013.77,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0767,0.015,100,1021.32,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0768,0.01,100,1020.59,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0769,0.02,100,1022.18,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.0773,0,100,1019.34,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1069,0.01,100,1028.45,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1075,0.02,100,1030.16,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1077,0.015,100,1029.4,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1382,0.01,100,1036.41,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
