setid,"Temperature, K","Mole fraction of 2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HHkaE,318.15,0.9611,101,1127.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.0258,101,1023.68,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.0511,101,1047.63,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.074,101,1066.16,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.1027,101,1080.24,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.1443,101,1092.47,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.1965,101,1103.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.2705,101,1112.52,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.2957,101,1114.46,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.3897,101,1119.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.5347,101,1122,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.6044,101,1122.7,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.6931,101,1121.7,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.7565,101,1122.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.8375,101,1123,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.8996,101,1124,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.94,101,1124.5,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,323.15,0.9611,101,1124.7,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
