setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ynFhJ,308.15,0.544,96.7,1045.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,308.15,0.672,96.7,1060.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,308.15,0.82,96.7,1077.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,308.15,0.908,96.7,1085.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,308.15,1,96.7,1094.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0,96.7,922.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0.181,96.7,973.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0.339,96.7,1007.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0.434,96.7,1024.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0.544,96.7,1042.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0.672,96.7,1057.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0.82,96.7,1073.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,0.908,96.7,1082.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,313.15,1,96.7,1091.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0,96.7,918.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0.181,96.7,969.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0.339,96.7,1003.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0.434,96.7,1020.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0.544,96.7,1038.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0.672,96.7,1054.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0.82,96.7,1070.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,0.908,96.7,1079.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,318.15,1,96.7,1088.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0,96.7,913.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0.181,96.7,965.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0.339,96.7,999.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0.434,96.7,1017,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0.544,96.7,1035.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0.672,96.7,1051.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0.82,96.7,1067.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,0.908,96.7,1076.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,323.15,1,96.7,1085.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0,96.7,908.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0.181,96.7,961.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0.339,96.7,996,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0.434,96.7,1013.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0.544,96.7,1031.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0.672,96.7,1047.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0.82,96.7,1064.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,0.908,96.7,1073,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,328.15,1,96.7,1082.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0,96.7,904.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0.181,96.7,957.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0.339,96.7,992.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0.434,96.7,1009.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0.544,96.7,1028.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0.672,96.7,1044.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0.82,96.7,1061.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,0.908,96.7,1070,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,333.15,1,96.7,1079.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0,96.7,899.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0.181,96.7,953.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0.339,96.7,988.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0.434,96.7,1006.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0.544,96.7,1025.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0.672,96.7,1041.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0.82,96.7,1058.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,0.908,96.7,1067,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,338.15,1,96.7,1076.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0,96.7,894.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0.181,96.7,949.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0.339,96.7,984.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0.434,96.7,1002.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0.544,96.7,1021.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0.672,96.7,1038.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0.82,96.7,1055.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,0.908,96.7,1064,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,343.15,1,96.7,1073.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0,96.7,890.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0.181,96.7,945.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0.339,96.7,981.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0.434,96.7,999.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0.544,96.7,1018.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0.672,96.7,1034.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0.82,96.7,1052.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,0.908,96.7,1061,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,348.15,1,96.7,1070.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0,96.7,885.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0.181,96.7,941.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0.339,96.7,977.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0.434,96.7,995.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0.544,96.7,1015,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0.672,96.7,1031.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0.82,96.7,1049.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,0.908,96.7,1058,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
ynFhJ,353.15,1,96.7,1067.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
