setid,"Temperature, K","MolaLity of N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XZiNt,298.15,0.1687,100,1112.1,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0,100,1090.26,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.0128,100,1091.6,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.0178,100,1092.12,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.0268,100,1093.06,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.0403,100,1094.44,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.055,100,1095.95,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.0696,100,1097.42,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.0875,100,1099.22,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.1103,100,1101.47,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.1334,100,1103.73,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,303.15,0.1687,100,1107.11,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0,100,1085.24,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.0128,100,1086.58,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.0178,100,1087.11,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.0268,100,1088.05,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.0403,100,1089.43,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.055,100,1090.94,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.0696,100,1092.42,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.0875,100,1094.22,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.1103,100,1096.47,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.1334,100,1098.73,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,308.15,0.1687,100,1102.12,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0,100,1080.22,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.0128,100,1081.57,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.0178,100,1082.09,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.0268,100,1083.03,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.0403,100,1084.42,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.055,100,1085.93,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.0696,100,1087.41,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.0875,100,1089.22,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.1103,100,1091.48,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.1334,100,1093.74,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,313.15,0.1687,100,1097.13,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0,100,1075.21,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.0128,100,1076.55,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.0178,100,1077.08,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.0268,100,1078.02,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.0403,100,1079.41,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.055,100,1080.93,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.0696,100,1082.41,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.0875,100,1084.22,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.1103,100,1086.48,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.1334,100,1088.75,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
XZiNt,318.15,0.1687,100,1092.14,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
