setid,"Temperature, K","MolaLity of 1-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jvNIs,283.15,0.02015,100,1000.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,283.15,0.03038,100,1000.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,283.15,0.04022,100,1000.7,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,283.15,0.04906,100,1000.9,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,283.15,0.06016,100,1001.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,283.15,0.07512,100,1001.6,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,283.15,0.09779,100,1002.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.00504,100,999.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.01009,100,999.4,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.02015,100,999.6,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.03038,100,999.9,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.04022,100,1000.1,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.04906,100,1000.3,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.06016,100,1000.6,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.07512,100,1001,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,288.15,0.09779,100,1001.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.00504,100,998.3,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.01009,100,998.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.02015,100,998.7,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.03038,100,998.9,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.04022,100,999.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.04906,100,999.4,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.06016,100,999.7,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.07512,100,1000,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,293.15,0.09779,100,1000.6,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.00504,100,997.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.01009,100,997.3,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.02015,100,997.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.03038,100,997.8,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.04022,100,998,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.04906,100,998.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.06016,100,998.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.07512,100,998.8,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,298.15,0.09779,100,999.4,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.00504,100,995.8,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.01009,100,995.9,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.02015,100,996.1,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.03038,100,996.4,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.04022,100,996.6,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.04906,100,996.8,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.06016,100,997.1,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.07512,100,997.4,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,303.15,0.09779,100,997.9,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.00504,100,994.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.01009,100,994.3,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.02015,100,994.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.03038,100,994.7,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.04022,100,995,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.04906,100,995.2,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.06016,100,995.4,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.07512,100,995.8,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,308.15,0.09779,100,996.3,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.00504,100,992.3,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.01009,100,992.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.02015,100,992.7,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.03038,100,992.9,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.04022,100,993.1,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.04906,100,993.3,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.06016,100,993.6,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.07512,100,993.9,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
jvNIs,313.15,0.09779,100,994.5,Tomas et al. (2018),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AADYJk,O,water,,,
