setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VpMMK,293.15,0.9535,101,1230.2,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,293.15,1,101,1217.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0,101,1407.3,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.0575,101,1400.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.1136,101,1392.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.2311,101,1376.2,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.3515,101,1357.4,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.4566,101,1339.4,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.5692,101,1318.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.673,101,1296.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.7836,101,1270,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.889,101,1241.9,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,0.9535,101,1223.2,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,303.15,1,101,1210.3,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0,101,1398.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.0575,101,1391,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.1136,101,1383.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.2311,101,1367.4,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.3515,101,1348.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.4566,101,1331.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.5692,101,1310,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.673,101,1288.3,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.7836,101,1262.5,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.889,101,1234.7,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,0.9535,101,1216.2,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,313.15,1,101,1203.5,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0,101,1388.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.0575,101,1381.9,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.1136,101,1374.7,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.2311,101,1358.6,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.3515,101,1340.3,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.4566,101,1322.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.5692,101,1302,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.673,101,1280.5,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.7836,101,1255,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.889,101,1227.6,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,0.9535,101,1209.3,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,323.15,1,101,1196.7,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0,101,1379.7,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.0575,101,1372.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.1136,101,1365.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.2311,101,1349.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.3515,101,1331.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.4566,101,1314.5,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.5692,101,1294,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.673,101,1272.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.7836,101,1247.6,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.889,101,1220.5,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,0.9535,101,1202.4,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,333.15,1,101,1189.9,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0,101,1370.5,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.0575,101,1363.8,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.1136,101,1356.9,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.2311,101,1341.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.3515,101,1323.3,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.4566,101,1306.3,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.5692,101,1286,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.673,101,1265.1,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.7836,101,1240.2,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
VpMMK,343.15,0.889,101,1213.4,Larriba et al. (2013a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
