setid,"Temperature, K",Weight fraction of 1-ethyl-3-methylimidazolium octyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oPToI,293.85,0.792,101,1077.6,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,294.15,0.7742,101,1075.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,294.15,0.792,101,1077.4,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,294.15,0.8063,101,1079.6,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,294.15,0.832,101,1081.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,294.65,0.8063,101,1079.2,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,294.65,0.832,101,1081.2,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,295.15,0.7742,101,1074.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,295.15,0.792,101,1076.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,295.15,0.8063,101,1078.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,295.15,0.832,101,1080.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,295.65,0.8063,101,1078.3,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,295.65,0.832,101,1080.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,296.15,0.7742,101,1074.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,296.15,0.792,101,1076.2,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,296.15,0.8063,101,1078,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,296.15,0.832,101,1080.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,297.15,0.7742,101,1073.8,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,297.15,0.8063,101,1077.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,297.15,0.832,101,1079.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,298.15,0.7742,101,1073.1,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,298.15,0.792,101,1074.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,298.15,0.8063,101,1076.8,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,298.15,0.832,101,1079.1,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,299.15,0.792,101,1074.2,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,300.15,0.792,101,1073.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,303.15,0.7742,101,1069.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,303.15,0.792,101,1071.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,303.15,0.8063,101,1073.4,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,303.15,0.832,101,1075.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,308.15,0.7742,101,1066.3,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,308.15,0.792,101,1068.1,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,308.15,0.8063,101,1069.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,308.15,0.832,101,1072.2,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,313.15,0.7742,101,1062.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,313.15,0.8063,101,1066.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,313.15,0.832,101,1068.7,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,318.15,0.792,101,1061.1,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,323.15,0.7742,101,1055.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,323.15,0.8063,101,1059.5,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,323.15,0.832,101,1061.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,328.15,0.792,101,1054,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,333.15,0.7742,101,1048.8,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,333.15,0.8063,101,1052.4,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,333.15,0.832,101,1054.9,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,338.15,0.792,101,1046.8,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,343.15,0.7742,101,1041.6,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,343.15,0.8063,101,1045.3,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
oPToI,343.15,0.832,101,1047.8,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
