setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XRXfe,293.15,0.2744,0.5447,100,1270,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.2964,0.5281,100,1266.1,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.3188,0.5111,100,1264.4,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.3395,0.4907,100,1263.2,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.364,0.4665,100,1260.4,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.3879,0.3098,100,1259.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.4112,0.2986,100,1258.4,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.4305,0.2851,100,1256.2,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.446,0.2645,100,1252.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.4538,0.244,100,1249,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.4739,0.2349,100,1244.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.485,0.2187,100,1242,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.4997,0.202,100,1237.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.5154,0.1889,100,1233.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.5344,0.1792,100,1229.2,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.5518,0.1645,100,1224.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.5692,0.144,100,1222,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.5774,0.1349,100,1218,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.5914,0.1187,100,1216,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.6064,0.102,100,1211.6,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.6329,0.0889,100,1207,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,0.6443,0.0792,100,1206.1,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,293.15,1,0,100,1203.1,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0,0,100,942.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0,1,100,1279.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.0984,0.675,100,1278.2,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.123,0.6592,100,1277.5,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.1452,0.642,100,1276.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.1686,0.6252,100,1275.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.1823,0.6189,100,1274.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.1954,0.6111,100,1272.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.2182,0.5919,100,1271.4,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.2326,0.579,100,1269.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.2475,0.5658,100,1267.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.2744,0.5447,100,1266.3,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.2964,0.5281,100,1263.1,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.3188,0.5111,100,1259.8,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.3395,0.4907,100,1257.2,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.364,0.4665,100,1255.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.3879,0.3098,100,1253.8,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.4112,0.2986,100,1252.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.4305,0.2851,100,1252.2,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.446,0.2645,100,1248.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.4538,0.244,100,1245,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.4739,0.2349,100,1240.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.485,0.2187,100,1237.6,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.4997,0.202,100,1233.7,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.5154,0.1889,100,1229.4,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.5344,0.1792,100,1224.6,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.5518,0.1645,100,1220.4,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.5692,0.144,100,1217.5,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.5774,0.1349,100,1213.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.5914,0.1187,100,1211.8,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.6064,0.102,100,1206.6,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.6329,0.0889,100,1203,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,0.6443,0.0792,100,1201.8,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,298.15,1,0,100,1198.9,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,303.15,0,0,100,938.1,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,303.15,0,1,100,1276.3,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
XRXfe,303.15,0.0984,0.675,100,1274,Gupta et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAStxH,O=C1CCCCC1,cyclohexanone
