setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nqzvw,0.604,298.15,101,1163.31,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.604,308.15,101,1155.94,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.7023,288.15,101,1127.32,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.7023,298.15,101,1119.71,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.7023,308.15,101,1112.12,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.8003,288.15,101,1065.67,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.8003,298.15,101,1057.76,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.8003,308.15,101,1049.86,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.9049,288.15,101,962.26,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.9049,298.15,101,953.82,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.9049,308.15,101,945.37,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.9515,288.15,101,893.83,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.9515,298.15,101,885.04,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.9515,308.15,101,876.21,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,1,288.15,101,796.46,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,1,298.15,101,787.1,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,1,308.15,101,777.64,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
