setid,"Temperature, K","MolaLity of tetraethylammonium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AcoJc,308.15,0.3108,100,955.1,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,313.15,0,100,929.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0,100,924.8,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.0166,100,926,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.0201,100,926.2,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.0233,100,926.5,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.0268,100,926.7,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.0537,100,928.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.0683,100,929.7,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.1004,100,931.9,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,318.15,0.3108,100,945.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,323.15,0,100,919.9,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0,100,915.1,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.0166,100,916.3,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.0201,100,916.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.0233,100,916.8,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.0268,100,917.1,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.0537,100,919,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.0683,100,920,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.1004,100,922.3,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,328.15,0.3108,100,936.1,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,333.15,0,100,910.2,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0,100,905.4,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.0166,100,906.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.0201,100,906.9,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.0233,100,907.1,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.0268,100,907.3,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.0537,100,909.3,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.0683,100,910.3,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.1004,100,912.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,338.15,0.3108,100,926.5,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,343.15,0,100,900.5,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0,100,895.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.0166,100,896.8,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.0201,100,897.1,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.0233,100,897.3,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.0268,100,897.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.0537,100,899.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.0683,100,900.6,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.1004,100,902.9,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
AcoJc,348.15,0.3108,100,916.9,Makarov and Safonova (2021),Density,Liquid,ABBlqW,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,tetraethylammonium trifluoromethanesulfonate,AAOCWD,CN(C)C=O,dimethylformamide,,,
