setid,"MolaLity of 1-butyl-3-methylimidazolium trifluoromethanesulfonate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yfMMC,0.25,293.15,101,825.82,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,0.25,308.15,101,813.75,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,0.25,323.15,101,801.31,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,0.758,293.15,101,864.71,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,0.758,308.15,101,852.6,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,0.758,323.15,101,840.18,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.004,293.15,101,881.36,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.004,308.15,101,869.23,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.004,323.15,101,856.81,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.258,293.15,101,897.18,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.258,308.15,101,885.04,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.258,323.15,101,872.62,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.524,293.15,101,912.6,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.524,308.15,101,900.41,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.524,323.15,101,887.99,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.771,293.15,101,925.96,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.771,308.15,101,913.75,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,1.771,323.15,101,901.33,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,2.021,293.15,101,938.44,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,2.021,308.15,101,926.22,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,2.021,323.15,101,913.81,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,2.517,293.15,101,960.93,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,2.517,308.15,101,948.73,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,2.517,323.15,101,936.31,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,3.011,293.15,101,981.02,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,3.011,308.15,101,968.77,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
yfMMC,3.011,323.15,101,956.37,Gonzalez et al. (2013c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
