setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of potassium chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kqQkq,288.15,0.01406,84.5,0.035,1001.26,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.01527,84.5,0.035,1001.3,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.01704,84.5,0.035,1001.35,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.01947,84.5,0.035,1001.42,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.022,84.5,0.035,1001.48,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.02698,84.5,0.035,1001.63,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.03169,84.5,0.035,1001.76,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.04352,84.5,0.035,1002.11,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.06096,84.5,0.035,1002.59,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.07616,84.5,0.035,1003,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,288.15,0.0991,84.5,0.035,1003.6,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0,84.5,0.035,999.873,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00115,84.5,0.035,999.916,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00211,84.5,0.035,999.951,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.0025,84.5,0.035,999.962,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00288,84.5,0.035,999.982,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00418,84.5,0.035,1000.03,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00501,84.5,0.035,1000.06,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00551,84.5,0.035,1000.07,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00627,84.5,0.035,1000.1,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00762,84.5,0.035,1000.14,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.00844,84.5,0.035,1000.17,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.0098,84.5,0.035,1000.22,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.01225,84.5,0.035,1000.28,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.01406,84.5,0.035,1000.33,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.01527,84.5,0.035,1000.37,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.01704,84.5,0.035,1000.41,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.01947,84.5,0.035,1000.48,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.022,84.5,0.035,1000.54,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.02698,84.5,0.035,1000.68,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.03169,84.5,0.035,1000.81,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.04352,84.5,0.035,1001.14,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.06096,84.5,0.035,1001.61,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.07616,84.5,0.035,1002,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,293.15,0.0991,84.5,0.035,1002.58,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0,84.5,0.035,998.698,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00115,84.5,0.035,998.736,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00211,84.5,0.035,998.772,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.0025,84.5,0.035,998.783,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00288,84.5,0.035,998.8,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00418,84.5,0.035,998.845,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00501,84.5,0.035,998.874,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00551,84.5,0.035,998.887,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00627,84.5,0.035,998.915,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00762,84.5,0.035,998.957,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.00844,84.5,0.035,998.981,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.0098,84.5,0.035,999.024,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.01225,84.5,0.035,999.087,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.01406,84.5,0.035,999.134,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.01527,84.5,0.035,999.169,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.01704,84.5,0.035,999.213,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.01947,84.5,0.035,999.274,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.022,84.5,0.035,999.338,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.02698,84.5,0.035,999.472,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.03169,84.5,0.035,999.602,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.04352,84.5,0.035,999.918,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.06096,84.5,0.035,1000.37,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.07616,84.5,0.035,1000.75,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,298.15,0.0991,84.5,0.035,1001.3,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0,84.5,0.035,997.288,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00115,84.5,0.035,997.327,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00211,84.5,0.035,997.359,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.0025,84.5,0.035,997.369,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00288,84.5,0.035,997.385,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00418,84.5,0.035,997.429,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00501,84.5,0.035,997.454,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00551,84.5,0.035,997.469,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00627,84.5,0.035,997.497,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00762,84.5,0.035,997.535,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.00844,84.5,0.035,997.559,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.0098,84.5,0.035,997.6,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.01225,84.5,0.035,997.662,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.01406,84.5,0.035,997.705,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.01527,84.5,0.035,997.739,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.01704,84.5,0.035,997.782,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.01947,84.5,0.035,997.844,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.022,84.5,0.035,997.904,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.02698,84.5,0.035,998.033,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.03169,84.5,0.035,998.158,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.04352,84.5,0.035,998.463,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.06096,84.5,0.035,998.894,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
