setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium glycinate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mgivr,298.15,0.1158,101,1000.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,298.15,0.1787,101,1001.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,298.15,0.211,101,1002.4,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,298.15,0.2807,101,1004.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,298.15,0.3239,101,1005.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,298.15,0.3946,101,1006.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,298.15,0.4475,101,1007.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,298.15,0.4997,101,1009.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.027,101,996.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.0379,101,996.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.0451,101,996.8,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.0603,101,997.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.1158,101,998.5,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.1787,101,1000,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.211,101,1000.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.2807,101,1002.4,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.3239,101,1003.4,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.3946,101,1005,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.4475,101,1006.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,303.15,0.4997,101,1007.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.027,101,994.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.0379,101,994.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.0451,101,995,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.0603,101,995.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.1158,101,996.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.1787,101,998.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.211,101,998.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.2807,101,1000.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.3239,101,1001.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.3946,101,1003.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.4475,101,1004.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,308.15,0.4997,101,1006,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.027,101,992.5,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.0379,101,992.8,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.0451,101,992.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.0603,101,993.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.1158,101,994.5,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.1787,101,995.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.211,101,996.8,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.2807,101,998.4,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.3239,101,999.4,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.3946,101,1001.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.4475,101,1002.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,313.15,0.4997,101,1003.8,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.027,101,990.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.0379,101,990.5,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.0451,101,990.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.0603,101,990.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.1158,101,992.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.1787,101,993.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.211,101,994.5,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.2807,101,996.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.3239,101,997.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.3946,101,998.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.4475,101,1000.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,318.15,0.4997,101,1001.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.027,101,988.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.0379,101,988.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.0451,101,988.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.0603,101,988.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.1158,101,990.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.1787,101,991.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.211,101,992.5,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.2807,101,994.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.3239,101,995.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.3946,101,996.8,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.4475,101,998.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,323.15,0.4997,101,999.5,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.027,101,986.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.0379,101,986.6,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.0451,101,986.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.0603,101,987.1,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.1158,101,988.4,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.1787,101,989.9,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.211,101,990.8,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.2807,101,992.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.3239,101,993.3,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.3946,101,995,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.4475,101,996.2,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
mgivr,328.15,0.4997,101,997.7,Tong et al. (2012a),Density,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,
