setid,"Temperature, K","MolaRity of 1-hexadecyl-3-methylimidazolium chloride, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JRdnB,308.2,0.01,101,994.9,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,1e-05,101,992.14,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,0.0001,101,992.29,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,0.00025,101,992.41,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,0.0005,101,992.68,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,0.001,101,992.86,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,0.0025,101,993,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,0.005,101,993.14,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,313.2,0.01,101,993.44,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,1e-05,101,991.04,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,0.0001,101,991.05,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,0.00025,101,991.15,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,0.0005,101,991.2,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,0.001,101,991.28,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,0.0025,101,991.56,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,0.005,101,991.76,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
JRdnB,318.2,0.01,101,991.9,Saien et al. (2015b),Density,Liquid mixture 1,Liquid mixture 2,,48,ABNxgy,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-hexadecyl-3-methylimidazolium chloride,AAWRvN,CCCCOC(C)=O,butyl ethanoate
