setid,"Temperature, K",Mole fraction of 3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XLuDj,288.15,1,101,1449.2,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0,101,782,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.1002,101,1000.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.2002,101,1130.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.2994,101,1216.1,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.4006,101,1278.2,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.5,101,1323.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.6005,101,1359.8,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.698,101,1387.4,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.7996,101,1410.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,0.9007,101,1430.2,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,293.15,1,101,1445,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0,101,776.6,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.1002,101,995.4,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.2002,101,1125.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.2994,101,1211.4,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.4006,101,1273.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.5,101,1319,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.6005,101,1355.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.698,101,1383,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.7996,101,1406.4,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,0.9007,101,1425.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,298.15,1,101,1440.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0,101,771.2,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.1002,101,990.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.2002,101,1121,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.2994,101,1206.8,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.4006,101,1269.1,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.5,101,1314.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.6005,101,1350.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.698,101,1378.6,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.7996,101,1402.1,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,0.9007,101,1421.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,303.15,1,101,1436.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0,101,765.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.1002,101,985.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.2002,101,1116.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.2994,101,1202,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.4006,101,1264.6,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.5,101,1310.1,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.6005,101,1346.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.698,101,1374.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.7996,101,1397.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,0.9007,101,1417.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,308.15,1,101,1432.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0,101,760.2,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.1002,101,980.2,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.2002,101,1111.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.2994,101,1197.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.4006,101,1260,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.5,101,1305.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.6005,101,1341.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.698,101,1369.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.7996,101,1393.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,0.9007,101,1413.4,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,313.15,1,101,1428.4,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0,101,754.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.1002,101,975,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.2002,101,1106.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.2994,101,1192.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.4006,101,1255.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.5,101,1301.1,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.6005,101,1337.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.698,101,1365.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.7996,101,1389.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,0.9007,101,1409.1,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,318.15,1,101,1424.3,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0,101,749.2,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.1002,101,970,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.2002,101,1101.7,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.2994,101,1187.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.4006,101,1250.8,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.5,101,1296.5,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.6005,101,1333.1,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.698,101,1361,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.7996,101,1385,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,0.9007,101,1404.9,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
XLuDj,323.15,1,101,1420,Zhang et al. (2018f),Density,Liquid,ABFcpW,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,AAHueB,CC#N,acetonitrile,,,
